
Grupe de varsta a sotului , Grupa de varsta a sotiei, Ani, UM: Numar, Valoare
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar, 1827
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar, 2067
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar, 1856
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar, 589
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar, 600
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar, 449
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar, 408
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar, 458
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar, 303
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar, 313
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar, 300
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar, 353
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar, 282
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar, 279
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar, 305
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar, 396
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar, 526
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar, 588
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar, 550
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar, 508
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar, 526
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar, 509
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar, 467
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar, 539
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar, 618
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar, 504
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar, 492
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar, 435
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar, 447
Varsta sotului 30-34 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar, 434
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar, 91
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar, 101
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar, 88
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar, 72
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar, 84
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar, 61
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar, 70
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar, 61
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar, 63
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar, 64
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar, 57
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar, 63
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar, 72
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar, 62
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar, 54
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar, 68
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar, 71
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar, 82
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar, 97
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar, 84
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar, 106
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar, 97
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar, 84
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar, 83
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar, 77
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar, 95
Varsta sotului 30-34 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar, 72
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar, 19
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar, 25
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar, 13
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar, 18
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar, 29
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar, 15
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar, 10
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar, 13
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar, 18
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar, 19
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar, 11
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar, 16
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar, 18
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar, 24
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar, 25
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar, 12
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar, 24
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar, 27
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar, 18
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar, 22
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar, 17
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar, 16
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar, 25
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar, 25
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar, 18
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar, 14
Varsta sotului 30-34 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar, 18
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar, 11
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar, 10
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar, 6
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar, 6
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar, 6
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar, 7
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar, 9
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar, 10
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar, 8
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar, 8
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar, 7
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar, 6
Varsta sotului 30-34 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar, 4
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar, 4
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar, 4
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar, 7
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2000, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2005, Numar, 3
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2010, Numar, 2
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2013, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2016, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar, 9
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar, 7
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1993, Numar, 13
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar, 18
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar, 14
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar, 18
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar, 12
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar, 15
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1999, Numar, 11
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar, 6
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar, 9
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar, 8
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar, 15
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar, 11
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar, 13
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar, 23
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar, 21
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar, 10
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2010, Numar, 8
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2011, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2012, Numar, 8
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2013, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2014, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar, 5
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar, 217
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar, 284
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar, 242
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar, 239
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar, 204
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar, 165
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar, 151
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar, 186
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar, 192
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar, 157
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar, 130
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar, 144
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar, 142
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar, 178
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar, 191
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar, 183
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar, 186
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar, 200
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar, 227
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar, 200
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar, 243
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar, 279
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar, 232
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar, 178
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar, 173
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar, 121
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar, 130
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar, 811
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar, 910
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar, 725
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar, 817
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar, 1215
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar, 1134
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar, 1191
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar, 1275
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar, 1181
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar, 752
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar, 598
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar, 565
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar, 660
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar, 871
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar, 1167
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar, 1094
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar, 1021
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar, 1180
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar, 1028
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar, 931
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar, 981
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar, 1048
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar, 1076
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar, 1004
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar, 1001
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar, 1223
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar, 1164
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar, 2690
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar, 2800
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar, 2191
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar, 2011
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar, 2631
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar, 2146
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar, 1998
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar, 2063
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar, 2666
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar, 2285
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar, 2036
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar, 2123
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar, 2304
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar, 2640
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar, 3003
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar, 2922
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar, 2957
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar, 3344
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar, 2956
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar, 2587
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar, 2790
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar, 2842
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar, 2610
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar, 2367
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar, 2232
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar, 2544
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar, 2389
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar, 2105
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar, 2347
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar, 1865
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar, 1761
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar, 2440
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar, 1912
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar, 1833
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar, 1606
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar, 1676
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar, 1353
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar, 1150
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar, 1081
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar, 1172
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar, 1865
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar, 2352
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar, 2552
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar, 2803
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar, 3226
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar, 2653
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar, 2091
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar, 2056
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar, 2261
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar, 2084
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar, 2067
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar, 2073
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar, 2384
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar, 2191
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar, 338
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar, 412
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar, 332
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar, 321
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar, 498
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar, 403
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar, 416
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar, 357
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar, 394
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar, 280
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar, 237
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar, 199
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar, 198
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar, 228
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar, 227
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar, 283
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar, 274
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar, 410
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar, 469
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar, 434
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar, 455
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar, 509
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar, 437
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar, 385
