
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
0- 4 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 109640
0- 4 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 107922
0- 4 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 104858
0- 4 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 103103
0- 4 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 99819
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 108482
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 99812
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 90814
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 82739
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 78152
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 76180
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 74538
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 73975
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 73771
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 73980
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 73674
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 72909
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 72349
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 71641
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 70913
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 70966
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 71397
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 71808
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 71963
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 71684
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 69805
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 68169
0- 4 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 65265
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 122343
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 113492
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 105080
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 96651
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 92210
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 89490
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 87383
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 85741
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 84645
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 84463
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 83649
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 82577
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 81139
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 80041
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 79283
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 79619
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 79655
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 79874
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 80230
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 79431
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 77039
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 74965
0- 4 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 71899
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 84384
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 80012
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 74942
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 69800
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 66398
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 64370
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 62397
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 61187
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 60211
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 59724
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 58325
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 57044
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 55637
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 54117
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 52720
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 51940
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 51282
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 50396
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 50180
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 49299
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 48268
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 47192
0- 4 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 45761
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 27350
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 26470
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 25440
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 25590
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 24361
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 23699
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 24574
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 25047
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 25738
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 25907
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 24484
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 24243
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 23875
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 23574
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 23721
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 23594
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 23390
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 23115
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 22653
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 21596
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 20435
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 20842
0 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 19473
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 17569
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 17020
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 16191
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 16112
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 15551
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 15061
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 15681
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 15606
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 15830
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 16005
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 15087
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 14470
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 15149
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 14831
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 15306
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 15308
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 15275
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 15597
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 15224
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 14594
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 13270
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 13339
0 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 12528
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 20332
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 20197
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 19565
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 19052
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 18208
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 17693
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 18164
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 17998
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 17908
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 18200
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 16871
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 16473
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 16768
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 16808
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 17154
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 16755
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 16641
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 16955
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 17051
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 16367
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 15004
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 14892
0 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 13707
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 15316
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 14630
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 14011
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 13638
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 12828
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 12647
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 12928
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 12910
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 12662
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 12544
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 11608
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 11364
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 11254
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 10946
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 11184
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 10627
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 10433
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 10605
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 10495
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 10337
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 9444
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 9558
0 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 8826
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 26137
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 25359
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 24391
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 24300
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 23139
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 22732
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 23586
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 24345
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 24483
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 24468
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 23248
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 22778
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 22341
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 22408
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 22489
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 22160
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 21800
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 22078
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 21479
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 20717
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 19168
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 19967
0 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 18675
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 16532
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 16360
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 15425
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 15305
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 14975
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 14506
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 14655
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 14875
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 15046
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 15237
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 14258
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 13900
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 14269
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 14291
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 14445
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 14299
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 14317
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 14651
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 14450
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 14136
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 12500
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 12703
0 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 11813
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 19277
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 19120
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 18957
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 18136
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 17309
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 16610
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 16895
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 17167
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 16985
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 17083
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 15857
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 15789
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 15732
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 15861
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 16226
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 16209
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 15735
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 15903
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 16173
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 15466
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 13913
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 13758
0 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 12876
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 14395
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 14056
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 13322
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 12830
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 12263
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 12238
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 12089
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 12121
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 11864
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 11799
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 10850
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 10705
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 10677
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 10281
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 10391
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 10072
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 10038
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 9775
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 10041
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 9512
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 9038
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 8967
0 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 8408
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 29990
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 26909
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 26113
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 25160
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 25368
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 24075
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 23449
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 24359
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 24826
1 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 25539
