
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
50 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 18549
50 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 17762
50 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 17051
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 12664
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 12391
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 11542
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 14108
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 10912
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 13810
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 14818
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 15217
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 16845
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 15984
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 14428
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 15106
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 14782
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 15942
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 16771
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 16315
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 15751
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 15331
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 14829
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 14751
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 14013
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 12500
50 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 12165
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 21083
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 18277
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 16729
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 15904
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 16295
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 13778
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 18336
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 16000
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 20193
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 24719
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 23760
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 23569
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 23030
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 22995
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 24251
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 26363
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 25608
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 25245
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 24832
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 23997
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 23110
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 21819
51 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 20671
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 17456
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 15419
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 15046
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 14593
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 14997
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 13093
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 15569
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 14159
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 16198
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 22677
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 20460
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 20614
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 20319
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 20076
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 21884
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 23354
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 22752
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 21658
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 20613
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 19147
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 18416
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 17360
51 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 16230
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 21152
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 18257
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 17151
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 17239
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 19070
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 16067
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 19010
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 19229
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 19083
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 24788
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 22735
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 22251
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 22320
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 22138
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 22895
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 24101
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 22968
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 22053
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 22032
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 21198
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 20307
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 19104
51 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 17720
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 13293
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 12253
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 12044
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 11242
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 13661
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 10517
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 13272
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 14241
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 14644
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 16152
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 15501
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 13739
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 14840
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 14588
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 15939
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 16595
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 16297
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 15839
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 15296
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 15009
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 15217
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 14407
51 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 12932
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 22396
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 19659
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 17655
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 16924
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 17527
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 14696
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 19839
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 16442
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 22246
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 26505
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 25355
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 24685
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 24347
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 23558
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 24759
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 26645
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 25485
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 24929
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 24131
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 23489
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 22665
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 21411
51 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 20142
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 17627
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 15722
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 15377
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 14773
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 15113
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 13380
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 15993
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 14261
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 16902
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 23436
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 21293
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 21196
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 21175
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 21077
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 22324
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 23654
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 22770
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 21741
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 20536
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 19349
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 18566
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 17215
51 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 16275
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 22206
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 19146
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 17552
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 17711
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 20104
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 16989
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 19971
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 20018
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 20233
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 26149
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 23695
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 22887
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 23043
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 22624
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 23597
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 24570
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 23290
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 22177
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 22067
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 21131
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 20184
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 18506
51 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 17709
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 14182
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 12590
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 12321
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 11481
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 14044
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 10854
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 13760
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 14755
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 15138
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 16802
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 15919
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 14364
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 15055
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 14720
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 15889
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 16717
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 16260
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 15681
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 15270
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 14774
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 14696
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 13969
51 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 12467
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 21947
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 20859
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 18062
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 16515
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 15693
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 16085
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 13612
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 18126
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 15858
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 20008
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 24450
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 23505
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 23303
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 22755
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 22740
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 24003
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 26073
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 25314
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 24987
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 24527
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 23785
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 22967
52 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 21799
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 17795
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 17230
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 15243
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 14816
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 14366
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 14763
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 12893
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 15381
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 13998
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 15997
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 22381
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 20198
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 20327
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 20103
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 19853
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 21631
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 23101
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 22496
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 21433
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 20378
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 18948
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 18242
52 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 17198
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 22803
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 20848
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 18006
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 16904
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 16994
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 18801
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 15806
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 18789
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 18979
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 18880
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 24465
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 22487
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 22014
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 22040
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 21900
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 22675
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 23853
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 22746
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 21771
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 21780
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 20997
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 20102
52 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 18923
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 14726
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 13129
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 12093
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 11917
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 11091
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 13466
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 10396
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 13101
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 14081
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 14485
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 15987
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 15345
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 13593
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 14673
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 14445
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 15771
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 16421
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 16115
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 15656
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 15130
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 14853
