
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
8 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 10302
8 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 9695
8 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 9374
8 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 9766
8 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 9638
8 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 9553
8 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 9581
8 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 8849
8 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 9024
8 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 9143
8 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 9270
8 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 9440
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 22385
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 21161
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 22314
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 22752
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 23308
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 23372
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 23805
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 23137
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 20598
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 18584
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 17688
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 16341
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 16352
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 15421
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 15214
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 15275
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 15274
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 15218
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 15590
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 14854
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 14698
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 15103
9 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 14893
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 21242
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 19905
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 20765
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 20986
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 21946
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 21969
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 21646
9 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 21547
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 18222
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 16261
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 15493
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 14058
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 14152
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 13380
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 13317
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 14047
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 13948
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 13971
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 14437
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 13621
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 13576
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 13917
9 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 14186
9 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 14566
9 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 13495
9 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 15131
9 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 15800
9 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 16271
9 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 16646
9 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 16328
9 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 15650
9 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 13904
9 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 12494
9 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 11709
9 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 11195
9 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 10797
9 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 10146
9 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 9922
9 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 10188
9 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 10257
9 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 9998
9 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 10278
9 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 9612
9 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 9494
9 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 9609
9 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 9779
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 21345
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 20303
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 21058
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 21755
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 22500
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 22398
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 22930
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 22351
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 19786
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 17794
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 16687
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 15575
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 15484
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 14535
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 14601
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 14613
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 14957
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 14514
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 14933
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 14192
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 13999
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 14452
9 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 13993
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 20589
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 18866
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 19871
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 20147
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 21159
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 21119
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 20821
9 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 20367
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 17662
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 15298
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 14553
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 13400
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 13309
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 12701
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 12653
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 13167
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 13365
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 13259
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 13576
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 13026
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 12817
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 13150
9 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 13265
9 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 13805
9 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 13076
9 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 14503
9 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 15020
9 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 15634
9 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 15810
9 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 15640
9 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 15248
9 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 13185
9 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 12160
9 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 11291
9 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 10534
9 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 10298
9 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 9695
9 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 9365
9 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 9763
9 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 9653
9 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 9553
9 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 9574
9 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 8882
9 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 9019
9 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 9133
9 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 9270
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 126223
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 121985
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 117380
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 114431
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 112231
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 111264
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 112274
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 114991
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 115871
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 113762
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 108992
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 103339
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 95856
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 89129
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 84040
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 80700
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 78345
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 77275
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 76256
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 76497
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 76107
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 75481
10-14 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 75357
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 121242
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 117491
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 112773
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 109015
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 105551
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 104006
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 104713
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 106484
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 107263
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 104563
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 99152
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 92823
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 85420
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 78036
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 73183
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 70288
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 68847
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 68783
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 68527
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 69566
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 69797
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 69350
10-14 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 69264
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 81621
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 79504
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 76426
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 74987
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 74416
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 74871
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 76693
10-14 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 79338
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 79868
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 78089
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 74602
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 69904
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 64907
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 60125
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 56372
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 53879
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 52359
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 51486
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 50658
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 50811
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 50377
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 49663
10-14 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 49015
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 121607
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 117210
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 112711
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 109251
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 106744
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 106387
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 107416
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 110124
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 111428
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 109501
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 104801
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 99115
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 91797
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 84984
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 79806
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 76621
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 74560
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 73985
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 73070
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 73468
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 73111
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 72455
10-14 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 71976
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 115299
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 112213
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 107520
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 103987
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 100853
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 99930
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 100501
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 102404
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 102924
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 100526
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 94914
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 88456
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 81083
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 74017
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 69107
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 66494
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 65127
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 65110
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 64997
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 65968
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 66213
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 65866
10-14 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 65678
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 79310
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 76762
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 73824
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 72407
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 71523
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 71688
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 73409
10-14 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 75809
