
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
44 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2149
44 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2003
44 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1930
44 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1901
44 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1849
44 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1810
44 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1921
44 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1759
44 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2953
44 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 4341
44 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 4594
44 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4478
44 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 4369
44 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 4029
44 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 3814
44 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 3703
44 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3460
44 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3303
44 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3274
44 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3236
44 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3276
44 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3261
44 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 5238
45-49 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 8507
45-49 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 8650
45-49 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 8763
45-49 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 8885
45-49 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 8866
45-49 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 8701
45-49 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 8411
45-49 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 7867
45-49 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 7337
45-49 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 6946
45-49 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 6611
45-49 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 6248
45-49 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 6064
45-49 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 5978
45-49 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 12213
45-49 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 12137
45-49 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 12294
45-49 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 12311
45-49 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 12223
45-49 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 12044
45-49 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 11703
45-49 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 11047
45-49 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 10608
45-49 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 10226
45-49 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 9854
45-49 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 9643
45-49 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 9475
45-49 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 9419
45-49 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 20454
45-49 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 20780
45-49 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 21370
45-49 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 21770
45-49 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 21858
45-49 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 21926
45-49 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 21311
45-49 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 20407
45-49 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 19360
45-49 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 18520
45-49 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 17794
45-49 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 17354
45-49 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 16968
45-49 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 16927
45-49 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 8018
45-49 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 8187
45-49 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 8414
45-49 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 8463
45-49 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 8424
45-49 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 8527
45-49 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 8428
45-49 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 7950
45-49 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 7563
45-49 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 7223
45-49 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 6916
45-49 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 6557
45-49 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 6367
45-49 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 6184
45-49 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 11747
45-49 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 11875
45-49 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 12095
45-49 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 12234
45-49 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 12105
45-49 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 12186
45-49 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 11868
45-49 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 11197
45-49 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 10598
45-49 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 10180
45-49 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 9695
45-49 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 9374
45-49 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 9323
45-49 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 9147
45-49 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 20713
45-49 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 20752
45-49 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 21106
45-49 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 21640
45-49 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 21795
45-49 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 21670
45-49 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 21129
45-49 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 20252
45-49 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 19216
45-49 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 18137
45-49 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 17393
45-49 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 16821
45-49 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 16422
45-49 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 16217
45 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1793
45 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1785
45 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1867
45 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1843
45 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1756
45 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1611
45 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1499
45 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 1327
45 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1261
45 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1339
45 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1275
45 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1148
45 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1140
45 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1158
45 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2444
45 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2483
45 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2730
45 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2464
45 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 2366
45 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 2282
45 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 2120
45 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 2036
45 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2020
45 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 1972
45 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1893
45 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1878
45 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1845
45 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1947
45 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 4091
45 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 4514
45 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 4714
45 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 4496
45 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 4353
45 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 4195
45 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 3886
45 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 3784
45 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 3444
45 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 3491
45 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 3442
45 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 3415
45 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 3395
45 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 3421
45 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1526
45 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1672
45 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1864
45 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1731
45 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1698
45 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1630
45 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1580
45 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1391
45 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1361
45 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1343
45 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1300
45 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1206
45 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1201
45 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1184
45 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2232
45 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2471
45 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2677
45 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2522
45 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2318
45 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2327
45 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2141
45 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1998
45 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1927
45 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1884
45 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1841
45 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1811
45 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1913
45 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1754
45 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 4146
45 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 4326
45 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4573
45 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 4472
45 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 4365
45 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 4017
45 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 3808
45 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3692
45 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3442
45 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3295
45 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3264
45 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3228
45 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3273
45 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3256
46 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1774
46 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1769
46 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1773
46 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1851
46 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1824
46 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1741
46 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1602
46 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 1492
46 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1324
46 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1253
46 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1337
46 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1257
46 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1140
46 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1131
46 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2399
46 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2410
46 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2460
46 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2704
46 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 2443
46 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 2340
46 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 2265
46 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 2100
46 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2019
46 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2004
46 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1958
46 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1883
46 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1875
46 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1830
46 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 4240
46 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 4075
46 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 4475
46 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 4688
46 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 4465
46 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 4324
46 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 4166
46 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 3859
46 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 3763
46 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 3429
46 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 3467
46 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 3414
46 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 3386
46 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 3379
46 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1724
46 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1525
46 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1668
46 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1858
46 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1721
46 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1693
46 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1624
46 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1568
46 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1383
46 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1360
46 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1342
46 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1297
46 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1197
46 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1194
46 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2448
46 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2213
46 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2461
46 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2667
46 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2514
46 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2305
46 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2318
46 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2130
46 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1984
46 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1926
46 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1873
46 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1838
46 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1807
46 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1908
46 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 4185
46 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 4142
46 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4317
46 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 4576
46 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 4459
46 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 4358
46 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 4005
46 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3800
46 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3687
46 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3425
46 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3279
46 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3246
46 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3224
46 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3268
47 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1678
47 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1760
47 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1746
47 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1756
47 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1833
47 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1814
47 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1721
47 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 1590
47 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1485
47 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1310
47 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1234
47 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1328
47 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1249
47 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1133
47 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2397
47 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2377
47 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2395
47 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2435
47 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 2682
47 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 2417
47 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 2321
47 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 2245
47 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2069
47 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2002
47 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1990
47 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1940
47 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1867
47 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1865
47 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 4023
47 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 4209
47 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 4048
47 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 4437
47 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 4648
47 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 4426
47 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 4301
47 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 4144
47 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 3828
47 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 3737
47 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 3402
47 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 3451
47 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 3385
47 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 3370
47 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1665
47 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1718
47 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1511
47 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1662
47 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1853
47 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1714
47 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1683
47 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1621
47 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1554
47 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1377
47 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1359
47 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1337
47 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1291
47 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1192
47 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2368
47 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2427
47 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2204
47 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2447
47 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2650
47 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2502
47 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2296
47 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2307
47 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 2118
47 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1973
47 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1918
47 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1865
47 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1832
47 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1805
47 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 3947
47 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 4173
47 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4129
47 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 4306
47 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 4571
47 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 4455
47 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 4341
47 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3998
47 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3790
47 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3673
47 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3426
47 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3269
47 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3240
47 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3213
48 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1695
48 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1659
48 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1737
48 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1724
48 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1745
48 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1815
48 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1789
48 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 1698
48 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1583
48 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1478
48 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1302
48 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1223
48 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1319
48 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1242
48 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2512
48 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2379
48 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2363
48 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2373
48 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 2395
48 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 2644
48 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 2386
48 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 2301
48 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2224
48 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2054
48 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1982
48 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1977
