
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
27 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1860
27 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1758
27 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 2005
27 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1929
27 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1870
27 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 2011
27 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 2022
27 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 2002
27 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1929
27 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1865
27 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1714
27 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1645
27 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1595
27 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2653
27 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2781
27 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2595
27 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2850
27 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2863
27 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2828
27 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2958
27 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2879
27 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 2830
27 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 2782
27 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 2645
27 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 2514
27 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 2287
27 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2424
27 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 4676
27 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 4886
27 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4844
27 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 5172
27 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 5013
27 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 4895
27 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 5108
27 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 5070
27 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 4834
27 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 4767
27 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 4574
27 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 4239
27 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3859
27 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3985
28 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 2072
28 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1959
28 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1936
28 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1885
28 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1972
28 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1938
28 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 2087
28 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 2103
28 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 2093
28 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 2160
28 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 2067
28 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 2015
28 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1862
28 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1718
28 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2946
28 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2965
28 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2916
28 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2856
28 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 3124
28 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 2970
28 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 3035
28 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 3074
28 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 3049
28 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2919
28 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 2936
28 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 2919
28 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 2665
28 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2578
28 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 5411
28 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 5024
28 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 5073
28 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 5187
28 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 5452
28 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 5286
28 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 5184
28 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 5252
28 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 5140
28 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 5142
28 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 5041
28 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 4677
28 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 4334
28 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 3914
28 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 2106
28 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1928
28 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1866
28 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1754
28 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 2000
28 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1914
28 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1857
28 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 2013
28 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 2017
28 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1991
28 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1924
28 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1850
28 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1705
28 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1626
28 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2801
28 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2640
28 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2790
28 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2591
28 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2843
28 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2851
28 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2800
28 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2947
28 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 2852
28 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 2806
28 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 2764
28 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 2632
28 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 2485
28 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2273
28 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 5075
28 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 4659
28 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4858
28 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 4848
28 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 5162
28 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 5012
28 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 4868
28 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 5076
28 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 5050
28 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 4817
28 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 4764
28 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 4553
28 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 4217
28 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3837
29 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 2197
29 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 2080
29 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1956
29 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1928
29 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1882
29 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1970
29 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1941
29 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 2085
29 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 2096
29 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 2085
29 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 2155
29 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 2058
29 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 2011
29 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1852
29 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 3082
29 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2946
29 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2955
29 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2902
29 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 2846
29 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 3113
29 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 2955
29 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 3021
29 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 3068
29 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 3045
29 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 2907
29 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 2932
29 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 2895
29 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2646
29 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 5675
29 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 5395
29 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 5014
29 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 5077
29 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 5184
29 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 5443
29 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 5257
29 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 5172
29 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 5248
29 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 5119
29 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 5158
29 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 5027
29 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 4668
29 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 4325
29 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 2142
29 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 2107
29 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1923
29 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1857
29 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1749
29 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1994
29 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1913
29 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1846
29 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 2004
29 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 2008
29 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1980
29 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1909
29 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1839
29 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1700
29 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2945
29 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2796
29 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2651
29 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2775
29 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2580
29 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2835
29 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2825
29 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2779
29 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 2931
29 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 2842
29 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 2801
29 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 2757
29 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 2612
29 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2461
29 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 5289
29 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 5047
29 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4646
29 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 4858
29 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 4853
29 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 5148
29 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 5007
29 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 4868
29 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 5043
29 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 5039
29 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 4817
29 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 4770
29 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 4558
29 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 4198
30-34 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 7981
30-34 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 8981
30-34 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 9809
30-34 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 10547
30-34 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 10280
30-34 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 9969
30-34 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 9718
30-34 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 9568
30-34 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 9687
30-34 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 9890
30-34 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 10087
30-34 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 10295
30-34 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 10361
30-34 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 10314
30-34 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 12310
30-34 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 13410
30-34 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 14389
30-34 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 15269
30-34 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 15063
30-34 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 14619
30-34 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 14573
30-34 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 14544
30-34 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 14612
30-34 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 14828
30-34 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 15041
30-34 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 14862
30-34 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 14819
30-34 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 14697
30-34 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 22812
30-34 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 24898
30-34 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 26714
30-34 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 28118
30-34 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 27192
30-34 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 26196
30-34 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 25952
30-34 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 25794
30-34 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 25952
30-34 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 26101
30-34 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 26009
30-34 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 25719
30-34 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 25520
30-34 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 24999
30-34 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 8020
30-34 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 8910
30-34 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 9791
30-34 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 10476
30-34 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 10149
30-34 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 9752
30-34 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 9556
30-34 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 9364
30-34 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 9279
30-34 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 9410
30-34 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 9680
30-34 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 9690
30-34 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 9646
30-34 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 9625
30-34 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 11668
30-34 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 12723
30-34 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 13516
30-34 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 14338
30-34 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 14025
30-34 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 13661
30-34 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 13515
30-34 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 13497
30-34 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 13567
30-34 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 13722
30-34 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 13983
30-34 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 14004
30-34 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 13948
30-34 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 13816
30-34 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 21044
30-34 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 23019
30-34 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 24717
30-34 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 26056
30-34 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 25572
30-34 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 24630
30-34 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 24377
30-34 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 24316
30-34 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 24466
30-34 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 24651
30-34 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 24878
30-34 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 24543
30-34 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 24254
30-34 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 23947
30 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 2197
30 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 2203
30 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 2067
30 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1944
