year,temp_avg,temp_mean,temp_mean80,temp_delta,temp_delta80,varos,value
1991,9.4,10.2,15.1,-0.8,0.1,GURAHONT,1
1992,10.4,10.6,14.9,-0.2,0.2,GURAHONT,1
1993,9.8,10.6,14.9,-0.8,-0.9,GURAHONT,1
1994,11.5,10.6,14.9,0.9,3.9,GURAHONT,1
1995,10.1,10.6,14.9,-0.5,-1.0,GURAHONT,1
1996,9.7,10.6,14.9,-0.8,-2.8,GURAHONT,1
1997,9.5,10.6,14.9,-1.0,-0.9,GURAHONT,1
1998,10.4,10.9,15.6,-0.5,-1.1,GURAHONT,1
1999,9.7,9.7,16.1,0.1,3.1,GURAHONT,1
2000,10.7,10.1,13.7,0.4,2.3,GURAHONT,1
2001,10.5,10.8,15.0,-0.3,0.4,GURAHONT,1
2002,13.9,13.1,14.9,0.8,-1.0,GURAHONT,1
2014,13.4,12.4,15.1,0.9,1.5,GURAHONT,1
2015,11.5,10.6,15.1,0.9,3.5,GURAHONT,1
2016,11.0,10.6,14.9,0.5,1.6,GURAHONT,1
2017,11.1,10.6,14.9,0.5,0.8,GURAHONT,1
2018,12.1,10.6,14.9,1.5,1.5,GURAHONT,1
2019,13.4,12.2,14.9,1.1,1.7,GURAHONT,1
1974,5.8,8.1,,-1.8,,VOINEASA,1
1979,8.3,8.7,-6.1,-0.4,8.0,VOINEASA,1
1981,6.5,4.6,-5.7,1.8,3.5,VOINEASA,1
1982,8.6,8.3,-4.4,0.3,5.8,VOINEASA,1
1983,8.4,8.2,-4.4,0.2,3.2,VOINEASA,1
1984,8.3,8.7,-4.4,-0.4,2.9,VOINEASA,1
1985,5.8,7.3,-4.5,-1.4,3.9,VOINEASA,1
1986,7.2,8.0,-4.4,-0.8,-0.4,VOINEASA,1
1987,7.1,8.0,-4.4,-0.9,4.4,VOINEASA,1
1988,7.5,8.0,-4.4,-0.6,3.3,VOINEASA,1
1989,7.9,8.0,-4.4,-0.1,2.4,VOINEASA,1
1990,7.6,8.0,-4.4,-0.4,2.3,VOINEASA,1
1991,3.7,5.7,-4.0,-1.9,0.8,VOINEASA,1
1992,7.1,6.9,-4.5,0.1,2.9,VOINEASA,1
1993,7.9,8.1,-4.9,-0.3,4.2,VOINEASA,1
1994,8.0,7.7,-3.7,0.5,2.5,VOINEASA,1
1995,8.8,9.0,-3.7,-0.1,2.3,VOINEASA,1
1996,7.6,8.5,-4.4,-0.9,0.8,VOINEASA,1
1997,7.1,8.0,-4.4,-0.9,3.9,VOINEASA,1
1998,7.8,8.1,-4.5,-0.3,-0.8,VOINEASA,1
1999,7.6,7.7,-3.6,-0.1,3.4,VOINEASA,1
2000,8.3,8.3,-3.5,-0.2,2.0,VOINEASA,1
2001,8.9,9.1,-4.1,-0.2,-1.1,VOINEASA,1
2002,10.6,10.2,,0.4,,VOINEASA,1
2014,10.5,9.7,-5.7,0.8,6.7,VOINEASA,1
2015,8.8,8.0,-5.7,0.8,5.8,VOINEASA,1
2016,8.5,8.0,-4.4,0.5,1.0,VOINEASA,1
2017,8.7,8.0,-4.4,0.7,4.7,VOINEASA,1
2018,9.1,8.0,-4.4,1.1,3.3,VOINEASA,1
2019,10.4,9.7,,0.7,,VOINEASA,1
1973,6.8,11.0,12.0,-4.1,2.0,BARAOLT,1
1974,5.8,7.3,15.7,-1.4,3.2,BARAOLT,1
1979,9.8,9.0,9.6,0.5,2.1,BARAOLT,1
1982,8.5,9.1,10.5,-0.6,4.4,BARAOLT,1
1983,7.5,8.2,10.2,-0.7,1.0,BARAOLT,1
1984,8.4,9.3,11.4,-0.9,4.5,BARAOLT,1
1985,5.9,7.7,9.0,-1.8,1.4,BARAOLT,1
1986,8.2,8.5,10.2,-0.3,2.8,BARAOLT,1
1987,7.1,8.5,10.2,-1.4,4.2,BARAOLT,1
1988,7.6,8.4,10.2,-0.8,2.8,BARAOLT,1
1989,8.0,8.4,10.2,-0.4,2.2,BARAOLT,1
1990,8.1,8.4,10.2,-0.3,1.4,BARAOLT,1
1991,4.9,5.6,8.6,-0.7,1.5,BARAOLT,1
1992,9.5,10.1,10.4,-0.7,2.6,BARAOLT,1
1993,7.2,8.8,10.4,-1.6,2.0,BARAOLT,1
1994,9.1,8.5,10.8,0.9,6.5,BARAOLT,1
1995,8.1,8.6,9.0,-0.4,3.6,BARAOLT,1
1996,7.8,8.0,10.8,-0.3,1.1,BARAOLT,1
1997,8.1,9.3,10.3,-1.3,1.0,BARAOLT,1
1998,8.3,8.9,10.3,-0.8,2.6,BARAOLT,1
1999,5.9,6.2,10.7,-0.3,10.6,BARAOLT,1
2000,6.8,6.7,8.3,-0.3,3.8,BARAOLT,1
2001,7.7,8.1,10.3,-0.3,2.9,BARAOLT,1
2002,9.4,8.5,8.9,1.1,2.9,BARAOLT,1
2014,11.3,10.2,9.6,1.1,4.2,BARAOLT,1
2015,9.1,8.4,9.6,0.7,5.3,BARAOLT,1
2016,8.8,8.4,10.2,0.4,3.7,BARAOLT,1
2017,8.9,8.4,10.2,0.5,3.9,BARAOLT,1
2018,9.7,8.4,10.2,1.3,4.0,BARAOLT,1
2019,11.2,10.0,10.2,1.2,4.9,BARAOLT,1
1974,3.9,4.5,,-0.6,,SINAIA-1500,1
1978,5.5,3.5,-2.0,2.0,1.4,SINAIA-1500,1
1979,1.8,4.0,-3.2,-2.2,4.6,SINAIA-1500,1
1982,4.6,4.4,0.1,0.4,1.9,SINAIA-1500,1
1983,4.0,4.6,-0.9,-0.7,-1.9,SINAIA-1500,1
1984,3.0,4.7,-1.2,-1.6,-2.3,SINAIA-1500,1
1985,2.2,3.7,-1.0,-1.4,1.8,SINAIA-1500,1
1986,3.9,4.3,-0.9,-0.3,0.0,SINAIA-1500,1
1987,3.1,4.4,-0.9,-1.2,0.1,SINAIA-1500,1
1988,3.6,4.3,-0.9,-0.8,-4.2,SINAIA-1500,1
1989,4.3,4.3,-0.9,-0.0,-0.6,SINAIA-1500,1
1990,4.8,4.3,-0.9,0.5,1.0,SINAIA-1500,1
1991,3.4,4.3,-0.9,-1.0,-0.5,SINAIA-1500,1
1992,3.6,4.3,-0.9,-0.7,-0.8,SINAIA-1500,1
1993,3.3,4.4,-0.9,-1.0,-2.8,SINAIA-1500,1
1994,5.2,4.3,-0.9,0.9,-0.8,SINAIA-1500,1
1995,3.6,4.3,-0.9,-0.7,-2.0,SINAIA-1500,1
1996,2.9,4.3,-0.9,-1.4,2.1,SINAIA-1500,1
1997,3.2,4.3,-0.9,-1.2,0.8,SINAIA-1500,1
1998,3.7,4.4,-0.6,-0.6,-2.5,SINAIA-1500,1
1999,3.9,3.7,-0.9,0.3,0.1,SINAIA-1500,1
2000,4.3,3.9,-1.6,0.5,5.0,SINAIA-1500,1
2001,4.4,4.3,-0.9,0.1,-3.4,SINAIA-1500,1
2002,6.1,5.6,,0.5,,SINAIA-1500,1
2014,7.5,6.5,-3.2,1.0,3.5,SINAIA-1500,1
2015,5.4,4.4,-3.2,1.0,5.1,SINAIA-1500,1
2016,5.1,4.3,-0.9,0.7,-0.4,SINAIA-1500,1
2017,5.2,4.3,-0.9,0.8,0.5,SINAIA-1500,1
2018,6.1,4.3,-0.9,1.7,2.1,SINAIA-1500,1
2019,6.6,5.6,,1.0,,SINAIA-1500,1
1974,11.8,14.4,,-2.7,,LUGOJ,1
1978,8.1,10.9,,-2.9,,LUGOJ,1
1979,10.2,11.4,-2.3,-1.2,7.2,LUGOJ,1
1982,11.3,11.4,-3.1,0.1,8.5,LUGOJ,1
1983,10.7,11.4,-2.9,-0.6,4.0,LUGOJ,1
1984,10.7,11.4,-2.9,-0.8,2.4,LUGOJ,1
1985,8.6,10.7,-2.9,-2.1,6.4,LUGOJ,1
1986,10.2,11.2,-2.9,-1.0,1.5,LUGOJ,1
1987,10.1,11.2,-2.9,-1.2,4.5,LUGOJ,1
1988,10.7,11.2,-2.9,-0.5,4.5,LUGOJ,1
1989,10.9,11.2,-2.9,-0.3,4.2,LUGOJ,1
1990,11.2,11.3,-2.9,-0.0,4.5,LUGOJ,1
1991,10.1,11.2,-2.9,-1.1,0.2,LUGOJ,1
1992,11.0,11.2,-2.9,-0.2,2.7,LUGOJ,1
1993,10.4,11.2,-2.9,-0.8,7.0,LUGOJ,1
1994,12.1,11.2,-2.9,0.9,4.8,LUGOJ,1
1995,10.5,11.2,-2.9,-0.7,5.2,LUGOJ,1
1996,10.3,11.2,-2.9,-0.9,4.2,LUGOJ,1
1997,10.1,11.2,-2.9,-1.1,6.4,LUGOJ,1
1998,10.7,11.3,-3.2,-0.7,-0.1,LUGOJ,1
1999,10.5,10.9,-2.9,-0.4,4.9,LUGOJ,1
2000,11.5,10.8,-2.9,0.7,6.6,LUGOJ,1
2001,11.4,11.3,-2.9,0.0,-0.5,LUGOJ,1
2002,13.5,12.9,,0.6,,LUGOJ,1
2014,14.1,13.1,-2.3,1.0,6.9,LUGOJ,1
2015,12.2,11.2,-2.3,0.9,5.9,LUGOJ,1
2016,11.8,11.2,-2.9,0.6,2.0,LUGOJ,1
2017,11.9,11.2,-2.9,0.7,6.4,LUGOJ,1
2018,12.9,11.2,-2.9,1.7,4.4,LUGOJ,1
2019,14.1,12.9,,1.2,,LUGOJ,1
1973,11.1,12.8,11.7,-1.2,-1.2,BOITA,1
1974,7.9,9.2,,-1.2,,BOITA,1
1979,9.7,9.1,10.7,0.5,-2.9,BOITA,1
1982,9.8,10.4,11.6,-0.5,-0.8,BOITA,1
1983,8.9,9.7,11.3,-0.8,-2.2,BOITA,1
1984,9.0,10.2,12.0,-1.2,-0.4,BOITA,1
1985,6.7,8.8,11.3,-2.1,-4.6,BOITA,1
1986,9.1,9.5,11.3,-0.4,-2.5,BOITA,1
1987,8.4,9.5,11.3,-1.2,-1.7,BOITA,1
1988,8.9,9.5,11.3,-0.6,-2.7,BOITA,1
1989,9.2,9.5,11.3,-0.4,-2.2,BOITA,1
1990,9.6,9.6,11.3,0.0,0.4,BOITA,1
1991,7.3,8.3,10.7,-0.8,-1.9,BOITA,1
1992,9.8,10.3,11.3,-0.5,-0.2,BOITA,1
1993,8.4,9.5,11.3,-1.1,1.2,BOITA,1
1994,10.5,9.5,11.3,0.9,-1.6,BOITA,1
1995,8.8,9.5,11.3,-0.8,-0.8,BOITA,1
1996,8.7,9.5,11.3,-0.8,-1.1,BOITA,1
1997,8.4,9.5,11.3,-1.1,-4.2,BOITA,1
1998,8.8,9.6,11.3,-0.8,0.0,BOITA,1
1999,8.4,8.7,11.3,-0.2,-2.4,BOITA,1
2000,10.6,9.5,11.2,1.0,2.4,BOITA,1
2001,10.0,10.1,11.8,-0.1,1.0,BOITA,1
2002,11.4,11.3,,0.1,,BOITA,1
2014,12.4,11.4,10.7,1.0,0.4,BOITA,1
2015,10.1,9.5,10.7,0.6,-1.3,BOITA,1
2016,10.0,9.5,11.3,0.4,-2.5,BOITA,1
2017,10.3,9.5,11.3,0.8,-0.3,BOITA,1
2018,11.3,9.5,11.3,1.8,2.4,BOITA,1
2019,12.3,11.2,8.4,1.2,8.4,BOITA,1
1973,9.7,12.4,2.5,-2.7,-8.0,CAMPINA,1
1974,7.2,9.2,,-2.1,,CAMPINA,1
1979,9.9,10.2,2.6,-0.6,2.4,CAMPINA,1
1982,9.0,7.3,2.5,1.7,1.0,CAMPINA,1
1983,9.5,9.8,2.4,-0.3,-2.6,CAMPINA,1
1984,9.1,10.5,2.2,-1.4,-5.3,CAMPINA,1
1985,7.6,9.0,2.4,-1.4,-0.3,CAMPINA,1
1986,8.9,9.6,2.4,-0.8,-5.0,CAMPINA,1
1987,8.3,9.6,2.4,-1.4,-2.5,CAMPINA,1
1988,9.1,9.6,2.4,-0.5,-2.2,CAMPINA,1
1989,10.1,9.6,2.4,0.5,-1.6,CAMPINA,1
1990,10.1,9.7,2.4,0.4,-2.1,CAMPINA,1
1991,8.7,9.6,2.4,-0.9,-4.6,CAMPINA,1
1992,9.3,9.6,2.4,-0.4,-4.1,CAMPINA,1
1993,8.6,9.6,2.4,-1.1,-0.9,CAMPINA,1
1994,10.7,9.6,2.4,1.1,-1.6,CAMPINA,1
1995,9.2,9.6,2.4,-0.4,-4.1,CAMPINA,1
1996,8.5,9.6,2.4,-1.1,-2.9,CAMPINA,1
1997,8.7,9.6,2.4,-0.9,-1.8,CAMPINA,1
1998,9.5,9.6,1.9,-0.2,-4.2,CAMPINA,1
1999,9.6,9.1,3.0,0.4,0.1,CAMPINA,1
2000,9.9,9.5,3.5,0.3,-3.5,CAMPINA,1
2001,10.2,10.0,2.6,0.0,-7.6,CAMPINA,1
2002,13.0,12.2,,0.7,,CAMPINA,1
2014,11.7,11.5,2.8,0.2,-2.6,CAMPINA,1
2015,10.6,9.6,2.8,1.0,-0.6,CAMPINA,1
2016,10.3,9.6,2.4,0.7,-3.1,CAMPINA,1
2017,10.3,9.6,2.4,0.6,0.1,CAMPINA,1
2018,10.4,9.6,2.4,0.8,-2.7,CAMPINA,1
2019,12.1,11.3,,0.8,,CAMPINA,1
1973,11.9,13.3,13.7,-1.4,2.9,CHISINEU-CRIS,1
1974,10.0,10.2,18.9,-0.2,4.4,CHISINEU-CRIS,1
1979,9.6,9.9,14.0,-0.2,2.6,CHISINEU-CRIS,1
1982,11.6,11.4,14.1,0.2,4.3,CHISINEU-CRIS,1
1983,10.5,11.2,14.1,-0.6,0.4,CHISINEU-CRIS,1
1984,10.2,11.2,15.0,-1.1,3.0,CHISINEU-CRIS,1
1985,8.3,10.4,14.0,-2.2,-0.5,CHISINEU-CRIS,1
1986,9.7,10.9,14.1,-1.2,1.3,CHISINEU-CRIS,1
1987,9.4,11.0,14.1,-1.6,4.0,CHISINEU-CRIS,1
1988,10.3,11.0,14.1,-0.7,1.2,CHISINEU-CRIS,1
1989,10.9,11.0,14.1,-0.1,1.8,CHISINEU-CRIS,1
1990,11.1,11.0,14.1,0.1,0.3,CHISINEU-CRIS,1
1991,10.0,11.0,15.1,-1.0,2.2,CHISINEU-CRIS,1
1992,11.4,11.4,15.1,-0.1,1.5,CHISINEU-CRIS,1
1993,10.3,11.0,14.1,-0.7,3.1,CHISINEU-CRIS,1
1994,11.9,11.0,14.1,0.9,4.9,CHISINEU-CRIS,1
1995,10.5,11.0,14.1,-0.5,1.4,CHISINEU-CRIS,1
1996,9.7,11.0,14.1,-1.3,-1.1,CHISINEU-CRIS,1
1997,9.9,11.0,14.1,-1.1,0.7,CHISINEU-CRIS,1
1998,10.3,11.0,14.1,-0.7,0.9,CHISINEU-CRIS,1
1999,10.3,10.4,14.1,-0.1,3.3,CHISINEU-CRIS,1
2000,11.5,10.7,14.1,0.9,2.5,CHISINEU-CRIS,1
2001,10.8,11.0,14.1,-0.2,1.6,CHISINEU-CRIS,1
2002,13.5,12.8,14.5,0.7,-0.1,CHISINEU-CRIS,1
2014,13.9,12.9,13.6,1.0,3.3,CHISINEU-CRIS,1
2015,12.1,11.0,13.6,1.1,4.2,CHISINEU-CRIS,1
2016,11.6,11.0,14.1,0.6,3.1,CHISINEU-CRIS,1
2017,11.7,11.0,14.1,0.7,2.5,CHISINEU-CRIS,1
2018,12.8,11.0,14.1,1.8,4.0,CHISINEU-CRIS,1
2019,13.9,12.8,14.5,1.1,3.1,CHISINEU-CRIS,1
1974,7.8,8.7,,-0.6,,TEBEA,1
1978,8.1,9.6,,-1.3,,TEBEA,1
1979,7.2,8.9,9.7,-1.6,2.7,TEBEA,1
1982,9.8,9.9,8.4,-0.1,3.3,TEBEA,1
1983,8.7,9.6,8.3,-1.0,-0.1,TEBEA,1
1984,8.8,10.0,9.5,-1.2,4.1,TEBEA,1
1985,7.8,9.3,7.8,-1.6,-0.1,TEBEA,1
1986,8.9,9.6,8.3,-0.7,1.5,TEBEA,1
1987,8.6,9.6,8.3,-1.0,3.5,TEBEA,1
1988,9.2,9.6,8.3,-0.4,2.0,TEBEA,1
1989,9.4,9.6,8.3,-0.2,2.1,TEBEA,1
1990,9.6,9.6,8.3,-0.0,1.9,TEBEA,1
1991,8.9,9.6,8.3,-0.7,3.1,TEBEA,1
1992,9.0,9.6,8.3,-0.6,2.2,TEBEA,1
1993,8.7,9.6,8.3,-0.9,3.3,TEBEA,1
1994,10.3,9.6,8.3,0.7,3.0,TEBEA,1
1995,9.1,9.6,8.3,-0.6,2.1,TEBEA,1
1996,8.9,9.6,8.3,-0.7,1.5,TEBEA,1
1997,8.6,9.6,8.3,-1.0,0.2,TEBEA,1
1998,9.4,10.0,9.8,-0.6,2.5,TEBEA,1
1999,9.6,9.9,9.7,-0.2,1.1,TEBEA,1
2000,9.0,9.0,9.1,0.1,1.0,TEBEA,1
2001,11.2,11.2,9.6,0.0,4.2,TEBEA,1
2002,12.8,12.1,10.8,0.6,4.2,TEBEA,1
2014,12.4,11.4,9.3,1.0,3.2,TEBEA,1
2015,10.7,9.6,9.3,1.0,3.0,TEBEA,1
2016,10.0,9.6,8.3,0.4,2.5,TEBEA,1
2017,10.1,9.6,8.3,0.5,2.8,TEBEA,1
2018,11.2,9.6,8.3,1.6,4.1,TEBEA,1
2019,12.4,11.3,9.1,1.1,5.7,TEBEA,1
1974,13.2,12.2,,1.0,,DEJ,1
1978,6.5,8.4,-3.0,-1.9,2.2,DEJ,1
1979,9.6,9.6,-4.9,-0.0,10.3,DEJ,1
1982,8.8,9.6,-5.7,-0.7,6.8,DEJ,1
1983,8.7,9.3,-5.7,-0.6,2.1,DEJ,1
1984,8.3,9.6,-5.9,-1.4,10.6,DEJ,1
1985,6.3,8.7,-5.7,-2.3,9.5,DEJ,1
1986,8.6,9.3,-5.7,-0.7,7.3,DEJ,1
1987,7.7,9.2,-5.7,-1.5,10.3,DEJ,1
1988,8.7,9.2,-5.7,-0.5,3.4,DEJ,1
1989,9.1,9.2,-5.7,-0.1,7.9,DEJ,1
1990,9.2,9.2,-5.7,0.1,10.4,DEJ,1
1991,8.8,9.2,-5.7,-0.4,8.6,DEJ,1
1992,8.6,9.2,-5.7,-0.6,9.1,DEJ,1
1993,7.8,9.2,-5.7,-1.4,3.9,DEJ,1
1994,10.1,9.2,-5.7,0.9,9.2,DEJ,1
1995,8.6,9.2,-5.7,-0.6,6.1,DEJ,1
1996,8.4,9.2,-5.7,-0.8,10.6,DEJ,1
1997,8.3,9.2,-5.7,-0.9,9.3,DEJ,1
1998,8.7,9.3,-5.7,-0.5,7.9,DEJ,1
1999,8.7,8.8,-5.7,-0.0,7.7,DEJ,1
2000,8.5,8.6,-5.5,-0.1,11.1,DEJ,1
2001,9.2,9.2,-5.7,-0.1,7.1,DEJ,1
2002,11.7,11.1,,0.6,,DEJ,1
2014,12.2,11.0,-4.9,1.2,8.9,DEJ,1
2015,10.1,9.2,-4.9,0.9,9.2,DEJ,1
2016,9.7,9.2,-5.7,0.6,8.1,DEJ,1
2017,9.8,9.2,-5.7,0.7,10.3,DEJ,1
2018,10.8,9.2,-5.7,1.6,11.0,DEJ,1
2019,12.2,11.1,,1.2,,DEJ,1
1973,9.5,11.0,12.1,-1.4,1.5,PIATRA NEAMT,1
1974,7.3,8.7,17.0,-1.4,0.4,PIATRA NEAMT,1
1979,8.3,9.3,12.5,-0.5,-0.1,PIATRA NEAMT,1
1982,9.6,9.8,11.3,-0.2,2.3,PIATRA NEAMT,1
1983,9.9,9.3,11.4,0.6,0.9,PIATRA NEAMT,1
1984,8.5,9.6,13.3,-1.1,2.6,PIATRA NEAMT,1
1985,6.6,8.6,11.4,-2.0,-0.5,PIATRA NEAMT,1
1986,8.8,9.3,11.4,-0.5,0.5,PIATRA NEAMT,1
1987,7.1,9.3,11.4,-2.2,0.6,PIATRA NEAMT,1
1988,8.3,9.3,11.4,-1.0,-0.2,PIATRA NEAMT,1
1989,9.9,9.3,11.4,0.6,0.6,PIATRA NEAMT,1
1990,10.2,9.3,11.4,0.8,0.9,PIATRA NEAMT,1
1991,8.5,9.3,11.4,-0.9,1.3,PIATRA NEAMT,1
1992,9.0,9.3,11.4,-0.3,0.1,PIATRA NEAMT,1
1993,8.1,9.3,11.4,-1.2,0.4,PIATRA NEAMT,1
1994,10.2,9.4,11.4,0.9,2.9,PIATRA NEAMT,1
1995,8.9,9.3,11.4,-0.4,1.0,PIATRA NEAMT,1
1996,7.6,9.3,11.4,-1.8,-1.4,PIATRA NEAMT,1
1997,8.4,9.3,11.4,-0.9,-1.2,PIATRA NEAMT,1
1998,9.0,9.4,11.4,-0.5,-0.4,PIATRA NEAMT,1
1999,9.3,8.9,11.4,0.6,1.7,PIATRA NEAMT,1
2000,9.5,8.9,10.5,0.7,0.1,PIATRA NEAMT,1
2001,9.4,9.3,11.4,0.1,1.1,PIATRA NEAMT,1
2002,12.0,11.1,12.5,0.9,1.0,PIATRA NEAMT,1
2014,11.7,11.3,12.4,0.4,1.6,PIATRA NEAMT,1
2015,10.5,9.4,12.4,1.1,2.3,PIATRA NEAMT,1
2016,10.4,9.3,11.4,1.1,1.5,PIATRA NEAMT,1
2017,10.2,9.3,11.4,0.8,2.2,PIATRA NEAMT,1
2018,10.1,9.3,11.4,0.8,2.9,PIATRA NEAMT,1
2019,12.0,11.1,12.5,0.9,3.3,PIATRA NEAMT,1
1974,10.7,10.8,,-0.1,,SACUIENI,1
1979,11.6,11.5,-7.9,0.4,12.7,SACUIENI,1
1982,10.9,11.3,-5.6,-0.6,11.3,SACUIENI,1
1983,10.1,10.7,-5.2,-0.5,6.1,SACUIENI,1
1984,10.0,11.0,-5.3,-1.0,3.7,SACUIENI,1
1985,8.3,10.5,-5.2,-2.2,8.4,SACUIENI,1
1986,9.8,10.9,-5.2,-1.0,3.0,SACUIENI,1
1987,9.6,10.9,-5.2,-1.3,6.1,SACUIENI,1
1988,10.4,10.9,-5.2,-0.5,6.1,SACUIENI,1
1989,11.0,10.9,-5.2,0.0,7.1,SACUIENI,1
1990,11.3,10.9,-5.2,0.3,5.9,SACUIENI,1
1991,10.2,10.9,-5.2,-0.8,2.0,SACUIENI,1
1992,10.9,10.9,-5.2,-0.0,3.9,SACUIENI,1
1993,10.1,11.0,-5.2,-0.9,8.8,SACUIENI,1
1994,12.0,11.0,-5.2,1.1,6.6,SACUIENI,1
1995,10.4,10.9,-5.2,-0.5,4.9,SACUIENI,1
1996,9.7,10.9,-5.2,-1.3,4.2,SACUIENI,1
1997,9.8,10.9,-5.2,-1.1,7.5,SACUIENI,1
1998,10.4,11.1,-5.6,-0.7,0.5,SACUIENI,1
1999,10.4,10.5,-5.5,-0.1,7.7,SACUIENI,1
2000,11.8,10.5,-4.7,1.1,6.2,SACUIENI,1
2001,11.6,11.9,-5.6,-0.2,0.3,SACUIENI,1
2002,14.5,13.4,,1.1,,SACUIENI,1
2014,15.1,13.5,-8.7,1.6,13.4,SACUIENI,1
2015,12.6,11.7,-8.7,0.9,12.2,SACUIENI,1
2016,12.7,12.1,-5.2,0.7,3.9,SACUIENI,1
2017,11.6,10.9,-5.2,0.7,8.6,SACUIENI,1
2018,12.5,10.9,-5.2,1.6,6.4,SACUIENI,1
2019,13.8,12.7,,1.1,,SACUIENI,1
1974,6.1,7.8,,-1.4,,RADAUTI,1
1979,8.8,8.9,-4.1,-0.1,5.9,RADAUTI,1
1982,8.0,8.3,-5.5,-0.4,6.7,RADAUTI,1
1983,8.4,8.2,-6.2,0.3,6.0,RADAUTI,1
1984,6.8,8.5,-4.1,-1.7,3.6,RADAUTI,1
1985,4.8,7.6,-6.0,-2.7,5.5,RADAUTI,1
1986,7.3,8.2,-6.2,-0.9,7.9,RADAUTI,1
1987,5.8,8.2,-6.2,-2.4,8.6,RADAUTI,1
1988,7.1,8.2,-6.2,-1.1,3.1,RADAUTI,1
1989,8.7,8.2,-6.2,0.6,7.2,RADAUTI,1
1990,8.9,8.2,-6.2,0.7,10.5,RADAUTI,1
1991,7.5,8.2,-6.2,-0.7,7.7,RADAUTI,1
1992,8.0,8.2,-6.2,-0.2,8.5,RADAUTI,1
1993,7.1,8.2,-6.2,-1.1,0.2,RADAUTI,1
1994,8.8,8.2,-6.2,0.6,8.0,RADAUTI,1
1995,7.7,8.2,-6.2,-0.5,3.8,RADAUTI,1
1996,6.2,8.2,-6.2,-2.0,10.7,RADAUTI,1
1997,7.0,8.2,-6.2,-1.1,8.4,RADAUTI,1
1998,7.7,8.2,-6.2,-0.4,4.7,RADAUTI,1
1999,8.1,7.8,-6.2,0.4,6.9,RADAUTI,1
2000,8.8,8.0,-5.0,0.8,9.8,RADAUTI,1
2001,8.2,8.2,-6.2,-0.0,7.0,RADAUTI,1
2002,10.9,9.9,,1.0,,RADAUTI,1
2014,10.6,10.0,-4.1,0.6,7.3,RADAUTI,1
2015,9.3,8.2,-4.1,1.1,9.6,RADAUTI,1
2016,9.3,8.2,-6.2,1.2,7.7,RADAUTI,1
2017,9.2,8.2,-6.2,1.1,9.2,RADAUTI,1
2018,9.0,8.2,-6.2,0.9,8.3,RADAUTI,1
2019,11.1,9.9,,1.2,,RADAUTI,1
1974,-1.2,-1.0,,-0.2,,TARCU,1
1979,2.2,0.8,-2.9,1.4,6.1,TARCU,1
1982,1.0,0.8,-1.5,0.3,3.0,TARCU,1
1983,0.8,1.1,-1.8,-0.3,2.5,TARCU,1
1984,1.3,2.5,-1.5,-1.2,5.4,TARCU,1
1985,-1.6,-0.4,-1.8,-1.2,2.7,TARCU,1
1986,0.0,0.0,-1.8,-0.0,3.0,TARCU,1
1987,-1.0,0.1,-1.8,-1.0,3.1,TARCU,1
1988,-0.5,0.1,-1.8,-0.5,4.4,TARCU,1
1989,0.1,0.1,-1.8,0.1,0.9,TARCU,1
1990,0.4,0.1,-1.8,0.4,5.7,TARCU,1
1991,-0.6,0.1,-1.8,-0.6,2.8,TARCU,1
1992,-0.3,0.1,-1.8,-0.4,2.1,TARCU,1
1993,-0.6,0.1,-1.8,-0.6,6.5,TARCU,1
1994,0.5,0.1,-1.8,0.5,2.4,TARCU,1
1995,-1.1,0.1,-1.8,-1.2,4.3,TARCU,1
1996,-1.1,0.1,-1.8,-1.1,1.5,TARCU,1
1997,-1.2,0.1,-1.8,-1.3,-0.5,TARCU,1
1998,-0.6,0.1,-1.8,-0.7,3.6,TARCU,1
1999,-0.3,-0.4,-1.8,0.2,1.9,TARCU,1
2000,-0.2,-0.2,-1.8,-0.1,5.3,TARCU,1
2001,-0.2,0.1,-1.8,-0.3,5.9,TARCU,1
2002,1.5,1.0,,0.5,,TARCU,1
2014,3.4,2.5,-2.9,0.9,5.7,TARCU,1
2015,1.3,0.1,-2.9,1.2,4.8,TARCU,1
2016,0.7,0.1,-1.8,0.6,1.5,TARCU,1
2017,0.7,0.1,-1.8,0.7,2.7,TARCU,1
2018,1.6,0.1,-1.8,1.6,5.3,TARCU,1
2019,1.9,1.0,-3.3,0.9,6.6,TARCU,1
1974,1.5,3.1,,-1.6,,SEMENIC,1
1979,1.0,3.8,5.9,-2.9,-1.3,SEMENIC,1
1982,5.2,5.2,7.1,0.0,-1.5,SEMENIC,1
1983,3.9,4.4,6.6,-0.5,-2.0,SEMENIC,1
1984,2.6,3.8,7.9,-1.2,1.6,SEMENIC,1
1985,2.3,3.7,6.6,-1.4,-3.9,SEMENIC,1
1986,3.7,4.2,6.6,-0.6,-2.4,SEMENIC,1
1987,3.1,4.3,6.6,-1.3,-3.6,SEMENIC,1
1988,3.6,4.3,6.6,-0.7,-2.4,SEMENIC,1
1989,4.3,4.3,6.6,-0.0,-3.3,SEMENIC,1
1990,4.8,4.3,6.6,0.5,-0.1,SEMENIC,1
1991,3.2,4.3,6.6,-1.1,-1.9,SEMENIC,1
1992,3.9,4.3,6.6,-0.4,-1.6,SEMENIC,1
1993,3.5,4.3,6.6,-0.8,0.9,SEMENIC,1
1994,5.0,4.3,6.6,0.7,-2.9,SEMENIC,1
