
Categorii de salariati, Sexe, CAEN Rev.2  (activitati ale economiei nationale), Ani, UM: Lei RON, Valoare
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2003, Lei RON, 922
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2004, Lei RON, 1076
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2005, Lei RON, 1443
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2006, Lei RON, 1737
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2007, Lei RON, 1918
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2008, Lei RON, 2303
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2009, Lei RON, 2553
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2010, Lei RON, 2973
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2011, Lei RON, 2991
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2012, Lei RON, 3082
Total, Total, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2013, Lei RON, 3378
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2000, Lei RON, 263
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2001, Lei RON, 389
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2002, Lei RON, 494
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2003, Lei RON, 606
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2004, Lei RON, 735
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2005, Lei RON, 903
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2006, Lei RON, 1110
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2007, Lei RON, 1280
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2008, Lei RON, 1458
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2009, Lei RON, 1680
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2010, Lei RON, 1705
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2011, Lei RON, 1879
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2012, Lei RON, 1961
Total, Total, 20 Fabricarea substantelor si a produselor chimice, Anul 2013, Lei RON, 1999
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2000, Lei RON, 359
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2001, Lei RON, 529
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2002, Lei RON, 672
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2003, Lei RON, 826
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2004, Lei RON, 1002
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2005, Lei RON, 1228
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2006, Lei RON, 1511
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2007, Lei RON, 1747
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2008, Lei RON, 1820
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2009, Lei RON, 2067
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2010, Lei RON, 2187
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2011, Lei RON, 2231
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2012, Lei RON, 2342
Total, Total, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2013, Lei RON, 2492
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2000, Lei RON, 199
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2001, Lei RON, 300
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2002, Lei RON, 365
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2003, Lei RON, 456
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2004, Lei RON, 556
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2005, Lei RON, 637
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2006, Lei RON, 726
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2007, Lei RON, 845
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2008, Lei RON, 1008
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2009, Lei RON, 1139
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2010, Lei RON, 1263
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2011, Lei RON, 1375
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2012, Lei RON, 1512
Total, Total, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2013, Lei RON, 1592
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2000, Lei RON, 218
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2001, Lei RON, 294
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2002, Lei RON, 379
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2003, Lei RON, 484
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2004, Lei RON, 621
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2005, Lei RON, 755
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2006, Lei RON, 859
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2007, Lei RON, 1043
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2008, Lei RON, 1253
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2009, Lei RON, 1397
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2010, Lei RON, 1513
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2011, Lei RON, 1544
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2012, Lei RON, 1586
Total, Total, 23 Fabricarea altor produse din minerale nemetalice, Anul 2013, Lei RON, 1655
Total, Total, 24 Industria metalurgica, Anul 2000, Lei RON, 294
Total, Total, 24 Industria metalurgica, Anul 2001, Lei RON, 430
Total, Total, 24 Industria metalurgica, Anul 2002, Lei RON, 524
Total, Total, 24 Industria metalurgica, Anul 2003, Lei RON, 633
Total, Total, 24 Industria metalurgica, Anul 2004, Lei RON, 844
Total, Total, 24 Industria metalurgica, Anul 2005, Lei RON, 969
Total, Total, 24 Industria metalurgica, Anul 2006, Lei RON, 1113
Total, Total, 24 Industria metalurgica, Anul 2007, Lei RON, 1278
Total, Total, 24 Industria metalurgica, Anul 2008, Lei RON, 1550
Total, Total, 24 Industria metalurgica, Anul 2009, Lei RON, 1613
Total, Total, 24 Industria metalurgica, Anul 2010, Lei RON, 1726
Total, Total, 24 Industria metalurgica, Anul 2011, Lei RON, 1862
Total, Total, 24 Industria metalurgica, Anul 2012, Lei RON, 2000
Total, Total, 24 Industria metalurgica, Anul 2013, Lei RON, 2108
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2000, Lei RON, 190
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2001, Lei RON, 267
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2002, Lei RON, 330
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2003, Lei RON, 448
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2004, Lei RON, 569
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2005, Lei RON, 708
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2006, Lei RON, 785
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2007, Lei RON, 935
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2008, Lei RON, 1145
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2009, Lei RON, 1162
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2010, Lei RON, 1245
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2011, Lei RON, 1331
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2012, Lei RON, 1383
Total, Total, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2013, Lei RON, 1471
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2000, Lei RON, 264
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2001, Lei RON, 389
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2002, Lei RON, 486
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2003, Lei RON, 579
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2004, Lei RON, 763
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2005, Lei RON, 929
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2006, Lei RON, 1024
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2007, Lei RON, 1142
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2008, Lei RON, 1286
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2009, Lei RON, 1507
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2010, Lei RON, 1605
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2011, Lei RON, 1788
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2012, Lei RON, 1956
Total, Total, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2013, Lei RON, 2049
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2000, Lei RON, 215
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2001, Lei RON, 307
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2002, Lei RON, 389
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2003, Lei RON, 501
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2004, Lei RON, 609
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2005, Lei RON, 716
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2006, Lei RON, 818
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2007, Lei RON, 938
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2008, Lei RON, 1114
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2009, Lei RON, 1263
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2010, Lei RON, 1438
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2011, Lei RON, 1525
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2012, Lei RON, 1593
Total, Total, 27 Fabricarea echipamentelor electrice, Anul 2013, Lei RON, 1680
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2000, Lei RON, 225
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2001, Lei RON, 331
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2002, Lei RON, 425
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2003, Lei RON, 521
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2004, Lei RON, 652
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2005, Lei RON, 769
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2006, Lei RON, 878
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2007, Lei RON, 1020
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2008, Lei RON, 1307
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2009, Lei RON, 1381
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2010, Lei RON, 1417
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2011, Lei RON, 1631
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2012, Lei RON, 1709
Total, Total, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2013, Lei RON, 1839
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2000, Lei RON, 224
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2001, Lei RON, 316
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2002, Lei RON, 406
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2003, Lei RON, 527
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2004, Lei RON, 634
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2005, Lei RON, 769
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2006, Lei RON, 895
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2007, Lei RON, 1041
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2008, Lei RON, 1219
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2009, Lei RON, 1405
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2010, Lei RON, 1574
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2011, Lei RON, 1706
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2012, Lei RON, 1851
Total, Total, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2013, Lei RON, 1954
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2000, Lei RON, 286
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2001, Lei RON, 406
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2002, Lei RON, 536
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2003, Lei RON, 687
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2004, Lei RON, 817
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2005, Lei RON, 1001
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2006, Lei RON, 1110
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2007, Lei RON, 1283
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2008, Lei RON, 1568
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2009, Lei RON, 1689
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2010, Lei RON, 1823
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2011, Lei RON, 1957
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2012, Lei RON, 2067
Total, Total, 30 Fabricarea altor mijloace de transport, Anul 2013, Lei RON, 2214
Total, Total, 31 Fabricarea de mobila, Anul 2000, Lei RON, 152
Total, Total, 31 Fabricarea de mobila, Anul 2001, Lei RON, 208
Total, Total, 31 Fabricarea de mobila, Anul 2002, Lei RON, 259
Total, Total, 31 Fabricarea de mobila, Anul 2003, Lei RON, 345
Total, Total, 31 Fabricarea de mobila, Anul 2004, Lei RON, 436
Total, Total, 31 Fabricarea de mobila, Anul 2005, Lei RON, 513
Total, Total, 31 Fabricarea de mobila, Anul 2006, Lei RON, 583
Total, Total, 31 Fabricarea de mobila, Anul 2007, Lei RON, 677
Total, Total, 31 Fabricarea de mobila, Anul 2008, Lei RON, 807
Total, Total, 31 Fabricarea de mobila, Anul 2009, Lei RON, 897
Total, Total, 31 Fabricarea de mobila, Anul 2010, Lei RON, 905
Total, Total, 31 Fabricarea de mobila, Anul 2011, Lei RON, 947
Total, Total, 31 Fabricarea de mobila, Anul 2012, Lei RON, 999
Total, Total, 31 Fabricarea de mobila, Anul 2013, Lei RON, 1038
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2000, Lei RON, 155
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2001, Lei RON, 213
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2002, Lei RON, 266
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2003, Lei RON, 351
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2004, Lei RON, 441
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2005, Lei RON, 540
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2006, Lei RON, 590
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2007, Lei RON, 686
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2008, Lei RON, 845
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2009, Lei RON, 1000
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2010, Lei RON, 963
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2011, Lei RON, 1115
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2012, Lei RON, 1063
Total, Total, 32 Alte activitati industriale n.c.a., Anul 2013, Lei RON, 1200
Total, Total, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2000, Lei RON, 237
Total, Total, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2001, Lei RON, 338
Total, Total, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2002, Lei RON, 440
Total, Total, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2003, Lei RON, 563
Total, Total, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2004, Lei RON, 681
