1.327000	103.761250	12915	0	0	11231
1.325750	103.761250	12828	0	0	11144
1.324500	103.761250	13664	0	0	11038
1.323250	103.761250	13650	0	0	11208
1.322000	103.761250	13522	0	0	11030
1.320750	103.761250	12115	0	0	10979
1.319500	103.761250	12009	0	0	11029
1.318250	103.761250	11762	0	0	10989
1.317000	103.761250	11532	0	0	10937
1.315750	103.761250	12068	0	0	10799
1.314500	103.761250	11996	0	0	10693
1.313250	103.761250	10988	0	0	11229
1.312000	103.761250	12546	0	0	10852
1.310750	103.761250	11576	0	0	10804
1.309500	103.761250	11002	0	0	10772
1.308250	103.761250	10823	0	0	10791
1.307000	103.761250	11162	0	0	11130
1.332000	103.762500	13476	0	0	11791
1.330750	103.762500	13151	0	0	11650
1.329500	103.762500	13159	0	0	11511
1.328250	103.762500	13055	0	0	11371
1.327000	103.762500	12916	0	0	11232
1.325750	103.762500	12791	0	0	11106
1.324500	103.762500	13723	0	0	10922
1.323250	103.762500	13775	0	0	11333
1.322000	103.762500	12280	0	0	11054
1.320750	103.762500	12267	0	0	11106
1.319500	103.762500	11891	0	0	10742
1.318250	103.762500	11730	0	0	10766
1.317000	103.762500	12116	0	0	10787
1.315750	103.762500	11833	0	0	10564
1.314500	103.762500	12117	0	0	10572
1.313250	103.762500	11981	0	0	10706
1.312000	103.762500	10791	0	0	10656
1.310750	103.762500	11193	0	0	10581
1.309500	103.762500	11186	0	0	10724
1.308250	103.762500	11235	0	0	10722
1.307000	103.762500	10632	0	0	10600
1.332000	103.763750	13310	0	0	11640
1.330750	103.763750	13162	0	0	11492
1.329500	103.763750	13024	0	0	11490
1.328250	103.763750	12887	0	0	11217
1.327000	103.763750	12747	0	0	11078
1.325750	103.763750	12664	0	0	10980
1.324500	103.763750	12469	0	0	11060
1.323250	103.763750	12330	0	0	11200
1.322000	103.763750	12174	0	0	10763
1.320750	103.763750	12045	0	0	11485
1.319500	103.763750	13346	0	0	10969
1.318250	103.763750	11990	0	0	10529
1.317000	103.763750	11702	0	0	10433
1.315750	103.763750	11890	0	0	10381
1.314500	103.763750	11756	0	0	10487
1.313250	103.763750	11904	0	0	10335
1.312000	103.763750	11578	0	0	10303
1.310750	103.763750	10594	0	0	10457
1.309500	103.763750	11381	0	0	10413
1.308250	103.763750	10860	0	0	10583
1.307000	103.763750	10598	0	0	10441
1.332000	103.765000	15377	0	0	11684
1.330750	103.765000	13242	0	0	11482
1.329500	103.765000	12993	0	0	11284
1.328250	103.765000	12879	0	0	11170
1.327000	103.765000	12733	0	0	11048
1.325750	103.765000	12556	0	0	10870
1.324500	103.765000	12425	0	0	10740
1.323250	103.765000	12930	0	0	10630
1.322000	103.765000	13206	0	0	10614
1.320750	103.765000	12998	0	0	10704
1.319500	103.765000	12772	0	0	10756
1.318250	103.765000	12608	0	0	10590
1.317000	103.765000	12167	0	0	10341
1.315750	103.765000	12303	0	0	10216
1.314500	103.765000	11373	0	0	10137
1.313250	103.765000	11500	0	0	10308
1.312000	103.765000	12112	0	0	10103
1.310750	103.765000	13094	0	0	10280
1.309500	103.765000	10397	0	0	10445
1.308250	103.765000	10998	0	0	10527
1.307000	103.765000	10326	0	0	10342
