
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 117
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 209
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 183
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 220
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 107
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 255
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 180
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 201
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 140
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 142
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 165
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 219
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 136
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 257
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 272
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 260
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 188
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 190
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 181
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 208
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 244
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 178
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 133
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 177
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 150
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 243
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 272
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 312
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 184
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 268
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 351
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 445
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 381
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 344
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 346
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 323
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 296
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 316
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 343
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 418
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 264
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2011, Mii EURO, 100
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2011, Mii EURO, 145
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2011, Mii EURO, 134
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2011, Mii EURO, 119
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2011, Mii EURO, 198
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2011, Mii EURO, 129
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2011, Mii EURO, 91
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2011, Mii EURO, 126
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2011, Mii EURO, 175
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2011, Mii EURO, 114
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2011, Mii EURO, 219
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2011, Mii EURO, 105
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2012, Mii EURO, 103
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2012, Mii EURO, 59
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2012, Mii EURO, 135
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2012, Mii EURO, 118
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2012, Mii EURO, 135
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2012, Mii EURO, 155
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2012, Mii EURO, 217
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2012, Mii EURO, 144
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2012, Mii EURO, 210
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2012, Mii EURO, 310
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2012, Mii EURO, 275
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2012, Mii EURO, 134
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2013, Mii EURO, 157
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2013, Mii EURO, 177
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2013, Mii EURO, 240
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2013, Mii EURO, 169
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2013, Mii EURO, 134
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2013, Mii EURO, 177
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2013, Mii EURO, 174
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2013, Mii EURO, 117
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2013, Mii EURO, 203
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2013, Mii EURO, 169
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2013, Mii EURO, 208
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2013, Mii EURO, 107
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2014, Mii EURO, 242
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2014, Mii EURO, 167
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2014, Mii EURO, 200
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2014, Mii EURO, 134
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2014, Mii EURO, 139
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2014, Mii EURO, 152
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2014, Mii EURO, 207
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2014, Mii EURO, 136
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2014, Mii EURO, 243
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2014, Mii EURO, 264
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2014, Mii EURO, 256
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2014, Mii EURO, 174
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2015, Mii EURO, 182
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2015, Mii EURO, 169
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2015, Mii EURO, 207
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2015, Mii EURO, 238
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2015, Mii EURO, 169
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2015, Mii EURO, 118
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2015, Mii EURO, 159
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2015, Mii EURO, 143
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2015, Mii EURO, 233
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2015, Mii EURO, 253
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2015, Mii EURO, 292
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2015, Mii EURO, 155
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2016, Mii EURO, 260
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2016, Mii EURO, 334
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2016, Mii EURO, 441
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2016, Mii EURO, 369
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2016, Mii EURO, 331
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2016, Mii EURO, 336
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2016, Mii EURO, 308
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2016, Mii EURO, 278
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2016, Mii EURO, 305
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2016, Mii EURO, 334
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2016, Mii EURO, 389
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2016, Mii EURO, 242
Covasna, 45. Pluta si articole din pluta, Luna ianuarie 2011, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna februarie 2011, Mii EURO, 7
Covasna, 45. Pluta si articole din pluta, Luna martie 2011, Mii EURO, 9
Covasna, 45. Pluta si articole din pluta, Luna aprilie 2011, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna iunie 2011, Mii EURO, 2
Covasna, 45. Pluta si articole din pluta, Luna iulie 2011, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna august 2011, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna septembrie 2011, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna octombrie 2011, Mii EURO, 2
Covasna, 45. Pluta si articole din pluta, Luna noiembrie 2011, Mii EURO, 4
Covasna, 45. Pluta si articole din pluta, Luna ianuarie 2012, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna februarie 2012, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna martie 2012, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna mai 2012, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna octombrie 2012, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna noiembrie 2012, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna decembrie 2012, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna ianuarie 2013, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna martie 2013, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna mai 2013, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna iunie 2013, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna iulie 2013, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna septembrie 2013, Mii EURO, 6
Covasna, 45. Pluta si articole din pluta, Luna octombrie 2013, Mii EURO, 6
Covasna, 45. Pluta si articole din pluta, Luna noiembrie 2013, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna februarie 2014, Mii EURO, 12
Covasna, 45. Pluta si articole din pluta, Luna aprilie 2014, Mii EURO, 6
Covasna, 45. Pluta si articole din pluta, Luna mai 2014, Mii EURO, 3
Covasna, 45. Pluta si articole din pluta, Luna iunie 2014, Mii EURO, 13
Covasna, 45. Pluta si articole din pluta, Luna iulie 2014, Mii EURO, 8
Covasna, 45. Pluta si articole din pluta, Luna septembrie 2014, Mii EURO, 14
Covasna, 45. Pluta si articole din pluta, Luna octombrie 2014, Mii EURO, 8
Covasna, 45. Pluta si articole din pluta, Luna noiembrie 2014, Mii EURO, 4
Covasna, 45. Pluta si articole din pluta, Luna decembrie 2014, Mii EURO, 14
Covasna, 45. Pluta si articole din pluta, Luna ianuarie 2015, Mii EURO, 8
Covasna, 45. Pluta si articole din pluta, Luna februarie 2015, Mii EURO, 12
Covasna, 45. Pluta si articole din pluta, Luna martie 2015, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna aprilie 2015, Mii EURO, 5
Covasna, 45. Pluta si articole din pluta, Luna mai 2015, Mii EURO, 9
Covasna, 45. Pluta si articole din pluta, Luna iunie 2015, Mii EURO, 15
Covasna, 45. Pluta si articole din pluta, Luna iulie 2015, Mii EURO, 12
Covasna, 45. Pluta si articole din pluta, Luna august 2015, Mii EURO, 6
Covasna, 45. Pluta si articole din pluta, Luna septembrie 2015, Mii EURO, 11
Covasna, 45. Pluta si articole din pluta, Luna octombrie 2015, Mii EURO, 18
Covasna, 45. Pluta si articole din pluta, Luna noiembrie 2015, Mii EURO, 20
Covasna, 45. Pluta si articole din pluta, Luna decembrie 2015, Mii EURO, 29
Covasna, 45. Pluta si articole din pluta, Luna ianuarie 2016, Mii EURO, 8
Covasna, 45. Pluta si articole din pluta, Luna februarie 2016, Mii EURO, 1
Covasna, 45. Pluta si articole din pluta, Luna martie 2016, Mii EURO, 4
Covasna, 45. Pluta si articole din pluta, Luna aprilie 2016, Mii EURO, 12
Covasna, 45. Pluta si articole din pluta, Luna mai 2016, Mii EURO, 11
Covasna, 45. Pluta si articole din pluta, Luna iunie 2016, Mii EURO, 9
Covasna, 45. Pluta si articole din pluta, Luna iulie 2016, Mii EURO, 16
Covasna, 45. Pluta si articole din pluta, Luna august 2016, Mii EURO, 16
Covasna, 45. Pluta si articole din pluta, Luna septembrie 2016, Mii EURO, 10
Covasna, 45. Pluta si articole din pluta, Luna octombrie 2016, Mii EURO, 10
Covasna, 45. Pluta si articole din pluta, Luna noiembrie 2016, Mii EURO, 28
Covasna, 45. Pluta si articole din pluta, Luna decembrie 2016, Mii EURO, 22
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2011, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2011, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2011, Mii EURO, 2
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2011, Mii EURO, 9
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2011, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna decembrie 2011, Mii EURO, 4
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2012, Mii EURO, 3
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2012, Mii EURO, 4
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2012, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2012, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2012, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2012, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2012, Mii EURO, 3
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna decembrie 2012, Mii EURO, 6
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2013, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2013, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2013, Mii EURO, 3
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2013, Mii EURO, 9
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2013, Mii EURO, 8
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2013, Mii EURO, 9
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2014, Mii EURO, 12
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2014, Mii EURO, 5
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2015, Mii EURO, 6
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2015, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2016, Mii EURO, 16
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2016, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2016, Mii EURO, 1
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2016, Mii EURO, 2
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 1455
Covasna, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 1264
Covasna, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 1452
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 1484
Covasna, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 1330
Covasna, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 1324
Covasna, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 1514
Covasna, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 1331
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 1766
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 1595
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 1386
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 1176
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 1518
Covasna, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 943
Covasna, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 1303
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 1456
Covasna, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 1036
Covasna, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 1104
Covasna, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 1230
Covasna, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 1282
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 1460
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 1669
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 1613
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 829
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 1572
Covasna, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 1300
Covasna, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 1872
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 1875
Covasna, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 1725
Covasna, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 1671
Covasna, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 1185
Covasna, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 1029
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 1313
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 1937
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 1532
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 1400
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 1536
Covasna, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 428
Covasna, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 374
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 605
Covasna, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 586
Covasna, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 529
Covasna, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 520
Covasna, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 486
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 473
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 499
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 568
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 447
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 524
Covasna, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 367
Covasna, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 420
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 395
Covasna, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 592
Covasna, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 619
Covasna, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 512
Covasna, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 451
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 415
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 377
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 368
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 306
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 436
Covasna, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 358
Covasna, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 346
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 433
Covasna, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 574
Covasna, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 410
Covasna, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 394
Covasna, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 579
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 495
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 413
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 554
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 559
Covasna, 47. Pasta din lemn, Luna februarie 2011, Mii EURO, 3
Covasna, 47. Pasta din lemn, Luna martie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna aprilie 2011, Mii EURO, 3
Covasna, 47. Pasta din lemn, Luna iunie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna iulie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna septembrie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna octombrie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna noiembrie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna decembrie 2011, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna mai 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna iunie 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna iulie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna octombrie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna noiembrie 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna ianuarie 2013, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna februarie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna martie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna aprilie 2013, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna iulie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna septembrie 2013, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna octombrie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna februarie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna mai 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna iunie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna august 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna septembrie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna octombrie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna noiembrie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna decembrie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna decembrie 2015, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna martie 2016, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna decembrie 2016, Mii EURO, 1
