
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Harghita, 49. Carti  ziare, Luna august 2013, Mii EURO, 125
Harghita, 49. Carti  ziare, Luna septembrie 2013, Mii EURO, 233
Harghita, 49. Carti  ziare, Luna octombrie 2013, Mii EURO, 113
Harghita, 49. Carti  ziare, Luna noiembrie 2013, Mii EURO, 116
Harghita, 49. Carti  ziare, Luna decembrie 2013, Mii EURO, 94
Harghita, 49. Carti  ziare, Luna ianuarie 2014, Mii EURO, 87
Harghita, 49. Carti  ziare, Luna februarie 2014, Mii EURO, 78
Harghita, 49. Carti  ziare, Luna martie 2014, Mii EURO, 31
Harghita, 49. Carti  ziare, Luna aprilie 2014, Mii EURO, 82
Harghita, 49. Carti  ziare, Luna mai 2014, Mii EURO, 88
Harghita, 49. Carti  ziare, Luna iunie 2014, Mii EURO, 85
Harghita, 49. Carti  ziare, Luna iulie 2014, Mii EURO, 73
Harghita, 49. Carti  ziare, Luna august 2014, Mii EURO, 72
Harghita, 49. Carti  ziare, Luna septembrie 2014, Mii EURO, 81
Harghita, 49. Carti  ziare, Luna octombrie 2014, Mii EURO, 96
Harghita, 49. Carti  ziare, Luna noiembrie 2014, Mii EURO, 89
Harghita, 49. Carti  ziare, Luna decembrie 2014, Mii EURO, 106
Harghita, 49. Carti  ziare, Luna ianuarie 2015, Mii EURO, 106
Harghita, 49. Carti  ziare, Luna februarie 2015, Mii EURO, 112
Harghita, 49. Carti  ziare, Luna martie 2015, Mii EURO, 114
Harghita, 49. Carti  ziare, Luna aprilie 2015, Mii EURO, 120
Harghita, 49. Carti  ziare, Luna mai 2015, Mii EURO, 110
Harghita, 49. Carti  ziare, Luna iunie 2015, Mii EURO, 114
Harghita, 49. Carti  ziare, Luna iulie 2015, Mii EURO, 98
Harghita, 49. Carti  ziare, Luna august 2015, Mii EURO, 120
Harghita, 49. Carti  ziare, Luna septembrie 2015, Mii EURO, 104
Harghita, 49. Carti  ziare, Luna octombrie 2015, Mii EURO, 122
Harghita, 49. Carti  ziare, Luna noiembrie 2015, Mii EURO, 115
Harghita, 49. Carti  ziare, Luna decembrie 2015, Mii EURO, 124
Harghita, 49. Carti  ziare, Luna ianuarie 2016, Mii EURO, 172
Harghita, 49. Carti  ziare, Luna februarie 2016, Mii EURO, 124
Harghita, 49. Carti  ziare, Luna martie 2016, Mii EURO, 116
Harghita, 49. Carti  ziare, Luna aprilie 2016, Mii EURO, 85
Harghita, 49. Carti  ziare, Luna mai 2016, Mii EURO, 173
Harghita, 49. Carti  ziare, Luna iunie 2016, Mii EURO, 191
Harghita, 49. Carti  ziare, Luna iulie 2016, Mii EURO, 99
Harghita, 49. Carti  ziare, Luna august 2016, Mii EURO, 112
Harghita, 49. Carti  ziare, Luna septembrie 2016, Mii EURO, 111
Harghita, 49. Carti  ziare, Luna octombrie 2016, Mii EURO, 89
Harghita, 49. Carti  ziare, Luna noiembrie 2016, Mii EURO, 118
Harghita, 49. Carti  ziare, Luna decembrie 2016, Mii EURO, 161
Mures, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2011, Mii EURO, 576
Mures, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2011, Mii EURO, 487
Mures, IX. Produse din lemn  exclusiv mobilier, Luna martie 2011, Mii EURO, 384
Mures, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2011, Mii EURO, 506
Mures, IX. Produse din lemn  exclusiv mobilier, Luna mai 2011, Mii EURO, 496
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2011, Mii EURO, 631
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2011, Mii EURO, 430
Mures, IX. Produse din lemn  exclusiv mobilier, Luna august 2011, Mii EURO, 772
Mures, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2011, Mii EURO, 663
Mures, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2011, Mii EURO, 671
Mures, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2011, Mii EURO, 773
Mures, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2011, Mii EURO, 399
Mures, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2012, Mii EURO, 359
Mures, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2012, Mii EURO, 399
Mures, IX. Produse din lemn  exclusiv mobilier, Luna martie 2012, Mii EURO, 416
Mures, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2012, Mii EURO, 303
Mures, IX. Produse din lemn  exclusiv mobilier, Luna mai 2012, Mii EURO, 478
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2012, Mii EURO, 1085
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2012, Mii EURO, 776
Mures, IX. Produse din lemn  exclusiv mobilier, Luna august 2012, Mii EURO, 726
Mures, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2012, Mii EURO, 490
Mures, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2012, Mii EURO, 443
Mures, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2012, Mii EURO, 292
Mures, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2012, Mii EURO, 230
Mures, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2013, Mii EURO, 226
Mures, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2013, Mii EURO, 354
Mures, IX. Produse din lemn  exclusiv mobilier, Luna martie 2013, Mii EURO, 256
Mures, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2013, Mii EURO, 320
Mures, IX. Produse din lemn  exclusiv mobilier, Luna mai 2013, Mii EURO, 334
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2013, Mii EURO, 351
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2013, Mii EURO, 404
Mures, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 286
Mures, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 404
Mures, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 827
Mures, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 387
Mures, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 336
Mures, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 267
Mures, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 447
Mures, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 405
Mures, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 367
Mures, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 378
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 387
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 459
Mures, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 344
Mures, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 464
Mures, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 910
Mures, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 603
Mures, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 230
Mures, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 370
Mures, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 298
Mures, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 461
Mures, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 420
Mures, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 439
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 487
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 485
Mures, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 501
Mures, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 873
Mures, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 734
Mures, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 660
Mures, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 606
Mures, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 519
Mures, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 1944
Mures, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 1432
Mures, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 1185
Mures, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 1767
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 925
Mures, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 803
Mures, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 1258
Mures, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 1018
Mures, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 1085
Mures, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 1454
Mures, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 813
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2011, Mii EURO, 564
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2011, Mii EURO, 472
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2011, Mii EURO, 380
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2011, Mii EURO, 502
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2011, Mii EURO, 478
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2011, Mii EURO, 629
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2011, Mii EURO, 426
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2011, Mii EURO, 768
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2011, Mii EURO, 660
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2011, Mii EURO, 660
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2011, Mii EURO, 757
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2011, Mii EURO, 396
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2012, Mii EURO, 347
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2012, Mii EURO, 379
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2012, Mii EURO, 400
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2012, Mii EURO, 298
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2012, Mii EURO, 465
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2012, Mii EURO, 1060
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2012, Mii EURO, 742
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2012, Mii EURO, 721
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2012, Mii EURO, 484
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2012, Mii EURO, 437
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2012, Mii EURO, 287
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2012, Mii EURO, 227
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2013, Mii EURO, 221
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2013, Mii EURO, 349
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2013, Mii EURO, 251
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2013, Mii EURO, 318
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2013, Mii EURO, 331
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2013, Mii EURO, 349
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2013, Mii EURO, 364
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2013, Mii EURO, 280
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2013, Mii EURO, 400
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2013, Mii EURO, 819
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2013, Mii EURO, 374
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2013, Mii EURO, 333
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2014, Mii EURO, 259
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2014, Mii EURO, 436
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2014, Mii EURO, 396
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2014, Mii EURO, 360
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2014, Mii EURO, 372
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2014, Mii EURO, 379
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2014, Mii EURO, 450
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2014, Mii EURO, 340
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2014, Mii EURO, 456
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2014, Mii EURO, 901
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2014, Mii EURO, 597
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2014, Mii EURO, 225
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2015, Mii EURO, 360
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2015, Mii EURO, 290
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2015, Mii EURO, 451
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2015, Mii EURO, 415
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2015, Mii EURO, 436
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2015, Mii EURO, 480
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2015, Mii EURO, 479
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2015, Mii EURO, 493
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2015, Mii EURO, 867
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2015, Mii EURO, 726
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2015, Mii EURO, 656
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2015, Mii EURO, 601
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2016, Mii EURO, 511
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2016, Mii EURO, 1940
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2016, Mii EURO, 1428
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2016, Mii EURO, 1181
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2016, Mii EURO, 1763
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2016, Mii EURO, 923
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2016, Mii EURO, 800
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2016, Mii EURO, 1255
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2016, Mii EURO, 1015
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2016, Mii EURO, 1071
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2016, Mii EURO, 1451
Mures, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2016, Mii EURO, 808
Mures, 45. Pluta si articole din pluta, Luna ianuarie 2011, Mii EURO, 11
Mures, 45. Pluta si articole din pluta, Luna februarie 2011, Mii EURO, 15
Mures, 45. Pluta si articole din pluta, Luna martie 2011, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna aprilie 2011, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna mai 2011, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna iunie 2011, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna iulie 2011, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna august 2011, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna septembrie 2011, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna octombrie 2011, Mii EURO, 11
Mures, 45. Pluta si articole din pluta, Luna noiembrie 2011, Mii EURO, 16
Mures, 45. Pluta si articole din pluta, Luna decembrie 2011, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna ianuarie 2012, Mii EURO, 11
Mures, 45. Pluta si articole din pluta, Luna februarie 2012, Mii EURO, 19
Mures, 45. Pluta si articole din pluta, Luna martie 2012, Mii EURO, 14
Mures, 45. Pluta si articole din pluta, Luna aprilie 2012, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna mai 2012, Mii EURO, 10
Mures, 45. Pluta si articole din pluta, Luna iunie 2012, Mii EURO, 23
Mures, 45. Pluta si articole din pluta, Luna iulie 2012, Mii EURO, 34
Mures, 45. Pluta si articole din pluta, Luna august 2012, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna septembrie 2012, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna octombrie 2012, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna noiembrie 2012, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna decembrie 2012, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna ianuarie 2013, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna februarie 2013, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna martie 2013, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna aprilie 2013, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna mai 2013, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna iunie 2013, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna iulie 2013, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna august 2013, Mii EURO, 6
Mures, 45. Pluta si articole din pluta, Luna septembrie 2013, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna octombrie 2013, Mii EURO, 7
Mures, 45. Pluta si articole din pluta, Luna noiembrie 2013, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna decembrie 2013, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna ianuarie 2014, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna februarie 2014, Mii EURO, 10
Mures, 45. Pluta si articole din pluta, Luna martie 2014, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna aprilie 2014, Mii EURO, 6
Mures, 45. Pluta si articole din pluta, Luna mai 2014, Mii EURO, 6
Mures, 45. Pluta si articole din pluta, Luna iunie 2014, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna iulie 2014, Mii EURO, 6
Mures, 45. Pluta si articole din pluta, Luna august 2014, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna septembrie 2014, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna octombrie 2014, Mii EURO, 9
Mures, 45. Pluta si articole din pluta, Luna noiembrie 2014, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna decembrie 2014, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna ianuarie 2015, Mii EURO, 9
Mures, 45. Pluta si articole din pluta, Luna februarie 2015, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna martie 2015, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna aprilie 2015, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna mai 2015, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna iunie 2015, Mii EURO, 6
Mures, 45. Pluta si articole din pluta, Luna iulie 2015, Mii EURO, 6
Mures, 45. Pluta si articole din pluta, Luna august 2015, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna septembrie 2015, Mii EURO, 6
Mures, 45. Pluta si articole din pluta, Luna octombrie 2015, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna noiembrie 2015, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna decembrie 2015, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna ianuarie 2016, Mii EURO, 8
Mures, 45. Pluta si articole din pluta, Luna februarie 2016, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna martie 2016, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna aprilie 2016, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna mai 2016, Mii EURO, 4
Mures, 45. Pluta si articole din pluta, Luna iunie 2016, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna iulie 2016, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna august 2016, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna septembrie 2016, Mii EURO, 3
Mures, 45. Pluta si articole din pluta, Luna octombrie 2016, Mii EURO, 5
Mures, 45. Pluta si articole din pluta, Luna noiembrie 2016, Mii EURO, 2
Mures, 45. Pluta si articole din pluta, Luna decembrie 2016, Mii EURO, 4
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2011, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2011, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2011, Mii EURO, 15
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2012, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2012, Mii EURO, 2
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2012, Mii EURO, 3
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2012, Mii EURO, 2
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2012, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2012, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2012, Mii EURO, 2
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2013, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2013, Mii EURO, 3
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2013, Mii EURO, 35
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2013, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2013, Mii EURO, 2
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2013, Mii EURO, 7
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2014, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2014, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2014, Mii EURO, 2
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2014, Mii EURO, 3
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2014, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2014, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2015, Mii EURO, 2
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2015, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2016, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2016, Mii EURO, 1
Mures, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2016, Mii EURO, 8
Mures, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 671
Mures, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 504
Mures, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 829
Mures, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 640
Mures, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 1066
Mures, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 791
Mures, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 953
Mures, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 1153
Mures, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 729
Mures, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 569
Mures, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 696
Mures, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 549
Mures, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 422
Mures, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 558
Mures, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 538
Mures, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 448
Mures, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 564
Mures, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 811
Mures, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 1537
Mures, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 1488
Mures, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 877
Mures, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 1635
Mures, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 1233
Mures, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 1207
