
Categorii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii mc, Valoare
Diverse specii tari, Gorj, Anul 2009, Mii metri cubi, 11.7
Diverse specii tari, Gorj, Anul 2010, Mii metri cubi, 29.8
Diverse specii tari, Gorj, Anul 2011, Mii metri cubi, 35.5
Diverse specii tari, Gorj, Anul 2012, Mii metri cubi, 33.5
Diverse specii tari, Gorj, Anul 2013, Mii metri cubi, 36.3
Diverse specii tari, Gorj, Anul 2014, Mii metri cubi, 36
Diverse specii tari, Gorj, Anul 2015, Mii metri cubi, 42.1
Diverse specii tari, Mehedinti, Anul 1990, Mii metri cubi, 77.6
Diverse specii tari, Mehedinti, Anul 1991, Mii metri cubi, 61.8
Diverse specii tari, Mehedinti, Anul 1992, Mii metri cubi, 63.6
Diverse specii tari, Mehedinti, Anul 1993, Mii metri cubi, 60.3
Diverse specii tari, Mehedinti, Anul 1994, Mii metri cubi, 55.7
Diverse specii tari, Mehedinti, Anul 1995, Mii metri cubi, 63
Diverse specii tari, Mehedinti, Anul 1996, Mii metri cubi, 64.4
Diverse specii tari, Mehedinti, Anul 1997, Mii metri cubi, 75.6
Diverse specii tari, Mehedinti, Anul 1998, Mii metri cubi, 55.4
Diverse specii tari, Mehedinti, Anul 1999, Mii metri cubi, 52.6
Diverse specii tari, Mehedinti, Anul 2000, Mii metri cubi, 63.1
Diverse specii tari, Mehedinti, Anul 2001, Mii metri cubi, 51.5
Diverse specii tari, Mehedinti, Anul 2002, Mii metri cubi, 51.3
Diverse specii tari, Mehedinti, Anul 2003, Mii metri cubi, 52.8
Diverse specii tari, Mehedinti, Anul 2004, Mii metri cubi, 59.4
Diverse specii tari, Mehedinti, Anul 2005, Mii metri cubi, 53.6
Diverse specii tari, Mehedinti, Anul 2006, Mii metri cubi, 47.8
Diverse specii tari, Mehedinti, Anul 2007, Mii metri cubi, 41.9
Diverse specii tari, Mehedinti, Anul 2008, Mii metri cubi, 46.4
Diverse specii tari, Mehedinti, Anul 2009, Mii metri cubi, 33.3
Diverse specii tari, Mehedinti, Anul 2010, Mii metri cubi, 39.6
Diverse specii tari, Mehedinti, Anul 2011, Mii metri cubi, 38.9
Diverse specii tari, Mehedinti, Anul 2012, Mii metri cubi, 38.6
Diverse specii tari, Mehedinti, Anul 2013, Mii metri cubi, 37.4
Diverse specii tari, Mehedinti, Anul 2014, Mii metri cubi, 37.9
Diverse specii tari, Mehedinti, Anul 2015, Mii metri cubi, 43.1
Diverse specii tari, Olt, Anul 1990, Mii metri cubi, 7.7
Diverse specii tari, Olt, Anul 1991, Mii metri cubi, 16.1
Diverse specii tari, Olt, Anul 1992, Mii metri cubi, 34.7
Diverse specii tari, Olt, Anul 1993, Mii metri cubi, 23.9
Diverse specii tari, Olt, Anul 1994, Mii metri cubi, 23.6
Diverse specii tari, Olt, Anul 1995, Mii metri cubi, 37
Diverse specii tari, Olt, Anul 1996, Mii metri cubi, 35.3
Diverse specii tari, Olt, Anul 1997, Mii metri cubi, 27.8
Diverse specii tari, Olt, Anul 1998, Mii metri cubi, 19.1
Diverse specii tari, Olt, Anul 1999, Mii metri cubi, 14.9
Diverse specii tari, Olt, Anul 2000, Mii metri cubi, 23.5
Diverse specii tari, Olt, Anul 2001, Mii metri cubi, 25.8
Diverse specii tari, Olt, Anul 2002, Mii metri cubi, 25.1
Diverse specii tari, Olt, Anul 2003, Mii metri cubi, 30.6
Diverse specii tari, Olt, Anul 2004, Mii metri cubi, 21.9
Diverse specii tari, Olt, Anul 2005, Mii metri cubi, 22.2
Diverse specii tari, Olt, Anul 2006, Mii metri cubi, 19
Diverse specii tari, Olt, Anul 2007, Mii metri cubi, 14.8
Diverse specii tari, Olt, Anul 2008, Mii metri cubi, 19.2
Diverse specii tari, Olt, Anul 2009, Mii metri cubi, 11.7
Diverse specii tari, Olt, Anul 2010, Mii metri cubi, 17.8
Diverse specii tari, Olt, Anul 2011, Mii metri cubi, 20.6
Diverse specii tari, Olt, Anul 2012, Mii metri cubi, 17.9
Diverse specii tari, Olt, Anul 2013, Mii metri cubi, 17.1
Diverse specii tari, Olt, Anul 2014, Mii metri cubi, 22.1
Diverse specii tari, Olt, Anul 2015, Mii metri cubi, 19.4
Diverse specii tari, Valcea, Anul 1990, Mii metri cubi, 56.7
Diverse specii tari, Valcea, Anul 1991, Mii metri cubi, 64
Diverse specii tari, Valcea, Anul 1992, Mii metri cubi, 50.2
Diverse specii tari, Valcea, Anul 1993, Mii metri cubi, 57.1
Diverse specii tari, Valcea, Anul 1994, Mii metri cubi, 42.7
Diverse specii tari, Valcea, Anul 1995, Mii metri cubi, 49.4
Diverse specii tari, Valcea, Anul 1996, Mii metri cubi, 60.9
Diverse specii tari, Valcea, Anul 1997, Mii metri cubi, 57.2
Diverse specii tari, Valcea, Anul 1998, Mii metri cubi, 38.9
Diverse specii tari, Valcea, Anul 1999, Mii metri cubi, 37.1
Diverse specii tari, Valcea, Anul 2000, Mii metri cubi, 52.2
Diverse specii tari, Valcea, Anul 2001, Mii metri cubi, 41.9
Diverse specii tari, Valcea, Anul 2002, Mii metri cubi, 47.8
Diverse specii tari, Valcea, Anul 2003, Mii metri cubi, 39.6
Diverse specii tari, Valcea, Anul 2004, Mii metri cubi, 48.9
Diverse specii tari, Valcea, Anul 2005, Mii metri cubi, 45.7
Diverse specii tari, Valcea, Anul 2006, Mii metri cubi, 35.1
Diverse specii tari, Valcea, Anul 2007, Mii metri cubi, 32.6
Diverse specii tari, Valcea, Anul 2008, Mii metri cubi, 50.7
Diverse specii tari, Valcea, Anul 2009, Mii metri cubi, 36
Diverse specii tari, Valcea, Anul 2010, Mii metri cubi, 36.2
Diverse specii tari, Valcea, Anul 2011, Mii metri cubi, 32.8
Diverse specii tari, Valcea, Anul 2012, Mii metri cubi, 32.9
Diverse specii tari, Valcea, Anul 2013, Mii metri cubi, 40.3
Diverse specii tari, Valcea, Anul 2014, Mii metri cubi, 37.7
Diverse specii tari, Valcea, Anul 2015, Mii metri cubi, 48.3
Diverse specii tari, Arad, Anul 1990, Mii metri cubi, 166.1
Diverse specii tari, Arad, Anul 1991, Mii metri cubi, 167.4
Diverse specii tari, Arad, Anul 1992, Mii metri cubi, 200.3
Diverse specii tari, Arad, Anul 1993, Mii metri cubi, 148.9
Diverse specii tari, Arad, Anul 1994, Mii metri cubi, 126.9
Diverse specii tari, Arad, Anul 1995, Mii metri cubi, 118.1
Diverse specii tari, Arad, Anul 1996, Mii metri cubi, 109.6
Diverse specii tari, Arad, Anul 1997, Mii metri cubi, 111.4
Diverse specii tari, Arad, Anul 1998, Mii metri cubi, 88.5
Diverse specii tari, Arad, Anul 1999, Mii metri cubi, 114.6
Diverse specii tari, Arad, Anul 2000, Mii metri cubi, 122.5
Diverse specii tari, Arad, Anul 2001, Mii metri cubi, 108.4
Diverse specii tari, Arad, Anul 2002, Mii metri cubi, 143.8
Diverse specii tari, Arad, Anul 2003, Mii metri cubi, 120.3
Diverse specii tari, Arad, Anul 2004, Mii metri cubi, 133.9
Diverse specii tari, Arad, Anul 2005, Mii metri cubi, 125.7
Diverse specii tari, Arad, Anul 2006, Mii metri cubi, 140.5
Diverse specii tari, Arad, Anul 2007, Mii metri cubi, 126.5
Diverse specii tari, Arad, Anul 2008, Mii metri cubi, 136.2
Diverse specii tari, Arad, Anul 2009, Mii metri cubi, 119.7
Diverse specii tari, Arad, Anul 2010, Mii metri cubi, 122
Diverse specii tari, Arad, Anul 2011, Mii metri cubi, 142.8
Diverse specii tari, Arad, Anul 2012, Mii metri cubi, 129.7
Diverse specii tari, Arad, Anul 2013, Mii metri cubi, 133.4
Diverse specii tari, Arad, Anul 2014, Mii metri cubi, 120.7
Diverse specii tari, Arad, Anul 2015, Mii metri cubi, 138.7
Diverse specii tari, Caras-Severin, Anul 1990, Mii metri cubi, 98.6
Diverse specii tari, Caras-Severin, Anul 1991, Mii metri cubi, 79.5
Diverse specii tari, Caras-Severin, Anul 1992, Mii metri cubi, 77.5
Diverse specii tari, Caras-Severin, Anul 1993, Mii metri cubi, 49.9
Diverse specii tari, Caras-Severin, Anul 1994, Mii metri cubi, 42.7
Diverse specii tari, Caras-Severin, Anul 1995, Mii metri cubi, 42.3
Diverse specii tari, Caras-Severin, Anul 1996, Mii metri cubi, 67.7
Diverse specii tari, Caras-Severin, Anul 1997, Mii metri cubi, 51.2
Diverse specii tari, Caras-Severin, Anul 1998, Mii metri cubi, 47
Diverse specii tari, Caras-Severin, Anul 1999, Mii metri cubi, 52.1
Diverse specii tari, Caras-Severin, Anul 2000, Mii metri cubi, 49.3
Diverse specii tari, Caras-Severin, Anul 2001, Mii metri cubi, 46
Diverse specii tari, Caras-Severin, Anul 2002, Mii metri cubi, 61.4
Diverse specii tari, Caras-Severin, Anul 2003, Mii metri cubi, 65.8
Diverse specii tari, Caras-Severin, Anul 2004, Mii metri cubi, 72.2
Diverse specii tari, Caras-Severin, Anul 2005, Mii metri cubi, 64.3
Diverse specii tari, Caras-Severin, Anul 2006, Mii metri cubi, 57.5
Diverse specii tari, Caras-Severin, Anul 2007, Mii metri cubi, 46.7
Diverse specii tari, Caras-Severin, Anul 2008, Mii metri cubi, 51.2
Diverse specii tari, Caras-Severin, Anul 2009, Mii metri cubi, 58.9
Diverse specii tari, Caras-Severin, Anul 2010, Mii metri cubi, 63
Diverse specii tari, Caras-Severin, Anul 2011, Mii metri cubi, 61.4
Diverse specii tari, Caras-Severin, Anul 2012, Mii metri cubi, 58.6
Diverse specii tari, Caras-Severin, Anul 2013, Mii metri cubi, 61.8
Diverse specii tari, Caras-Severin, Anul 2014, Mii metri cubi, 61.2
Diverse specii tari, Caras-Severin, Anul 2015, Mii metri cubi, 69.6
Diverse specii tari, Hunedoara, Anul 1990, Mii metri cubi, 91.4
Diverse specii tari, Hunedoara, Anul 1991, Mii metri cubi, 83.2
Diverse specii tari, Hunedoara, Anul 1992, Mii metri cubi, 104.5
Diverse specii tari, Hunedoara, Anul 1993, Mii metri cubi, 75.9
Diverse specii tari, Hunedoara, Anul 1994, Mii metri cubi, 54.7
Diverse specii tari, Hunedoara, Anul 1995, Mii metri cubi, 46.1
Diverse specii tari, Hunedoara, Anul 1996, Mii metri cubi, 48.1
Diverse specii tari, Hunedoara, Anul 1997, Mii metri cubi, 43.7
Diverse specii tari, Hunedoara, Anul 1998, Mii metri cubi, 34.5
Diverse specii tari, Hunedoara, Anul 1999, Mii metri cubi, 32.1
Diverse specii tari, Hunedoara, Anul 2000, Mii metri cubi, 36.8
Diverse specii tari, Hunedoara, Anul 2001, Mii metri cubi, 26
Diverse specii tari, Hunedoara, Anul 2002, Mii metri cubi, 43.5
Diverse specii tari, Hunedoara, Anul 2003, Mii metri cubi, 43.2
Diverse specii tari, Hunedoara, Anul 2004, Mii metri cubi, 57.4
Diverse specii tari, Hunedoara, Anul 2005, Mii metri cubi, 40.3
Diverse specii tari, Hunedoara, Anul 2006, Mii metri cubi, 37.7
Diverse specii tari, Hunedoara, Anul 2007, Mii metri cubi, 41.1
Diverse specii tari, Hunedoara, Anul 2008, Mii metri cubi, 25
Diverse specii tari, Hunedoara, Anul 2009, Mii metri cubi, 34.4
Diverse specii tari, Hunedoara, Anul 2010, Mii metri cubi, 33
Diverse specii tari, Hunedoara, Anul 2011, Mii metri cubi, 59.5
Diverse specii tari, Hunedoara, Anul 2012, Mii metri cubi, 61.5
Diverse specii tari, Hunedoara, Anul 2013, Mii metri cubi, 66.5
Diverse specii tari, Hunedoara, Anul 2014, Mii metri cubi, 68.4
Diverse specii tari, Hunedoara, Anul 2015, Mii metri cubi, 68.1
Diverse specii tari, Timis, Anul 1990, Mii metri cubi, 85.7
Diverse specii tari, Timis, Anul 1991, Mii metri cubi, 75.6
Diverse specii tari, Timis, Anul 1992, Mii metri cubi, 50.7
Diverse specii tari, Timis, Anul 1993, Mii metri cubi, 66.1
Diverse specii tari, Timis, Anul 1994, Mii metri cubi, 43.3
Diverse specii tari, Timis, Anul 1995, Mii metri cubi, 47.8
Diverse specii tari, Timis, Anul 1996, Mii metri cubi, 52
Diverse specii tari, Timis, Anul 1997, Mii metri cubi, 53.5
Diverse specii tari, Timis, Anul 1998, Mii metri cubi, 43.7
Diverse specii tari, Timis, Anul 1999, Mii metri cubi, 49.9
Diverse specii tari, Timis, Anul 2000, Mii metri cubi, 64.4
Diverse specii tari, Timis, Anul 2001, Mii metri cubi, 57.8
Diverse specii tari, Timis, Anul 2002, Mii metri cubi, 69
Diverse specii tari, Timis, Anul 2003, Mii metri cubi, 53.8
Diverse specii tari, Timis, Anul 2004, Mii metri cubi, 65.3
Diverse specii tari, Timis, Anul 2005, Mii metri cubi, 69.3
Diverse specii tari, Timis, Anul 2006, Mii metri cubi, 74.8
Diverse specii tari, Timis, Anul 2007, Mii metri cubi, 67.4
Diverse specii tari, Timis, Anul 2008, Mii metri cubi, 57.7
Diverse specii tari, Timis, Anul 2009, Mii metri cubi, 78.7
Diverse specii tari, Timis, Anul 2010, Mii metri cubi, 62.3
Diverse specii tari, Timis, Anul 2011, Mii metri cubi, 58.4
Diverse specii tari, Timis, Anul 2012, Mii metri cubi, 67.9
Diverse specii tari, Timis, Anul 2013, Mii metri cubi, 62.2
Diverse specii tari, Timis, Anul 2014, Mii metri cubi, 59.9
Diverse specii tari, Timis, Anul 2015, Mii metri cubi, 60.4
Diverse specii moi, Bihor, Anul 1990, Mii metri cubi, 19.6
Diverse specii moi, Bihor, Anul 1991, Mii metri cubi, 37.9
Diverse specii moi, Bihor, Anul 1992, Mii metri cubi, 21.7
Diverse specii moi, Bihor, Anul 1993, Mii metri cubi, 23.3
Diverse specii moi, Bihor, Anul 1994, Mii metri cubi, 21.6
Diverse specii moi, Bihor, Anul 1995, Mii metri cubi, 17.7
Diverse specii moi, Bihor, Anul 1996, Mii metri cubi, 17
Diverse specii moi, Bihor, Anul 1997, Mii metri cubi, 15.3
Diverse specii moi, Bihor, Anul 1998, Mii metri cubi, 12.3
Diverse specii moi, Bihor, Anul 1999, Mii metri cubi, 10.9
Diverse specii moi, Bihor, Anul 2000, Mii metri cubi, 17.1
Diverse specii moi, Bihor, Anul 2001, Mii metri cubi, 17.1
Diverse specii moi, Bihor, Anul 2002, Mii metri cubi, 16.2
Diverse specii moi, Bihor, Anul 2003, Mii metri cubi, 12.2
Diverse specii moi, Bihor, Anul 2004, Mii metri cubi, 12.5
Diverse specii moi, Bihor, Anul 2005, Mii metri cubi, 7.2
Diverse specii moi, Bihor, Anul 2006, Mii metri cubi, 9
Diverse specii moi, Bihor, Anul 2007, Mii metri cubi, 7.1
Diverse specii moi, Bihor, Anul 2008, Mii metri cubi, 8.1
Diverse specii moi, Bihor, Anul 2009, Mii metri cubi, 10.8
Diverse specii moi, Bihor, Anul 2010, Mii metri cubi, 12.6
Diverse specii moi, Bihor, Anul 2011, Mii metri cubi, 13.4
Diverse specii moi, Bihor, Anul 2012, Mii metri cubi, 14.6
Diverse specii moi, Bihor, Anul 2013, Mii metri cubi, 17.6
Diverse specii moi, Bihor, Anul 2014, Mii metri cubi, 13.3
Diverse specii moi, Bihor, Anul 2015, Mii metri cubi, 13.7
Diverse specii moi, Bistrita-Nasaud, Anul 1990, Mii metri cubi, 13.1
Diverse specii moi, Bistrita-Nasaud, Anul 1991, Mii metri cubi, 15.1
Diverse specii moi, Bistrita-Nasaud, Anul 1992, Mii metri cubi, 18.8
Diverse specii moi, Bistrita-Nasaud, Anul 1993, Mii metri cubi, 24.7
Diverse specii moi, Bistrita-Nasaud, Anul 1994, Mii metri cubi, 8.4
Diverse specii moi, Bistrita-Nasaud, Anul 1995, Mii metri cubi, 10.2
Diverse specii moi, Bistrita-Nasaud, Anul 1996, Mii metri cubi, 4.9
Diverse specii moi, Bistrita-Nasaud, Anul 1997, Mii metri cubi, 6.9
Diverse specii moi, Bistrita-Nasaud, Anul 1998, Mii metri cubi, 3.5
Diverse specii moi, Bistrita-Nasaud, Anul 1999, Mii metri cubi, 6.7
Diverse specii moi, Bistrita-Nasaud, Anul 2000, Mii metri cubi, 5.5
Diverse specii moi, Bistrita-Nasaud, Anul 2001, Mii metri cubi, 6.8
Diverse specii moi, Bistrita-Nasaud, Anul 2002, Mii metri cubi, 5.5
Diverse specii moi, Bistrita-Nasaud, Anul 2003, Mii metri cubi, 4.6
Diverse specii moi, Bistrita-Nasaud, Anul 2004, Mii metri cubi, 8.1
Diverse specii moi, Bistrita-Nasaud, Anul 2005, Mii metri cubi, 9.5
Diverse specii moi, Bistrita-Nasaud, Anul 2006, Mii metri cubi, 7.8
Diverse specii moi, Bistrita-Nasaud, Anul 2007, Mii metri cubi, 6.2
Diverse specii moi, Bistrita-Nasaud, Anul 2008, Mii metri cubi, 4.2
Diverse specii moi, Bistrita-Nasaud, Anul 2009, Mii metri cubi, 6.9
Diverse specii moi, Bistrita-Nasaud, Anul 2010, Mii metri cubi, 5
Diverse specii moi, Bistrita-Nasaud, Anul 2011, Mii metri cubi, 9.5
Diverse specii moi, Bistrita-Nasaud, Anul 2012, Mii metri cubi, 11.9
Diverse specii moi, Bistrita-Nasaud, Anul 2013, Mii metri cubi, 13.6
Diverse specii moi, Bistrita-Nasaud, Anul 2014, Mii metri cubi, 13
Diverse specii moi, Bistrita-Nasaud, Anul 2015, Mii metri cubi, 13.3
Diverse specii moi, Cluj, Anul 1990, Mii metri cubi, 18.6
Diverse specii moi, Cluj, Anul 1991, Mii metri cubi, 28.5
Diverse specii moi, Cluj, Anul 1992, Mii metri cubi, 16.6
Diverse specii moi, Cluj, Anul 1993, Mii metri cubi, 16.7
Diverse specii moi, Cluj, Anul 1994, Mii metri cubi, 13.2
Diverse specii moi, Cluj, Anul 1995, Mii metri cubi, 10.1
Diverse specii moi, Cluj, Anul 1996, Mii metri cubi, 15.2
Diverse specii moi, Cluj, Anul 1997, Mii metri cubi, 12.7
Diverse specii moi, Cluj, Anul 1998, Mii metri cubi, 9.9
Diverse specii moi, Cluj, Anul 1999, Mii metri cubi, 7.2
Diverse specii moi, Cluj, Anul 2000, Mii metri cubi, 7.1
Diverse specii moi, Cluj, Anul 2001, Mii metri cubi, 5.9
Diverse specii moi, Cluj, Anul 2002, Mii metri cubi, 8.4
Diverse specii moi, Cluj, Anul 2003, Mii metri cubi, 5.6
Diverse specii moi, Cluj, Anul 2004, Mii metri cubi, 6.5
Diverse specii moi, Cluj, Anul 2005, Mii metri cubi, 6.3
Diverse specii moi, Cluj, Anul 2006, Mii metri cubi, 8.9
Diverse specii moi, Cluj, Anul 2007, Mii metri cubi, 6.3
Diverse specii moi, Cluj, Anul 2008, Mii metri cubi, 6.1
Diverse specii moi, Cluj, Anul 2009, Mii metri cubi, 5
Diverse specii moi, Cluj, Anul 2010, Mii metri cubi, 3.1
Diverse specii moi, Cluj, Anul 2011, Mii metri cubi, 5.8
Diverse specii moi, Cluj, Anul 2012, Mii metri cubi, 6.9
Diverse specii moi, Cluj, Anul 2013, Mii metri cubi, 6.3
Diverse specii moi, Cluj, Anul 2014, Mii metri cubi, 6.8
Diverse specii moi, Cluj, Anul 2015, Mii metri cubi, 8.9
Diverse specii moi, Maramures, Anul 1990, Mii metri cubi, 12.7
Diverse specii moi, Maramures, Anul 1991, Mii metri cubi, 26.3
Diverse specii moi, Maramures, Anul 1992, Mii metri cubi, 13
Diverse specii moi, Maramures, Anul 1993, Mii metri cubi, 10
Diverse specii moi, Maramures, Anul 1994, Mii metri cubi, 5.4
Diverse specii moi, Maramures, Anul 1995, Mii metri cubi, 5.8
Diverse specii moi, Maramures, Anul 1996, Mii metri cubi, 5.8
Diverse specii moi, Maramures, Anul 1997, Mii metri cubi, 3.4
Diverse specii moi, Maramures, Anul 1998, Mii metri cubi, 1.9
Diverse specii moi, Maramures, Anul 1999, Mii metri cubi, 2.3
Diverse specii moi, Maramures, Anul 2000, Mii metri cubi, 3.2
Diverse specii moi, Maramures, Anul 2001, Mii metri cubi, 2.7
Diverse specii moi, Maramures, Anul 2002, Mii metri cubi, 6.5
Diverse specii moi, Maramures, Anul 2003, Mii metri cubi, 7
Diverse specii moi, Maramures, Anul 2004, Mii metri cubi, 4.8
Diverse specii moi, Maramures, Anul 2005, Mii metri cubi, 3.4
Diverse specii moi, Maramures, Anul 2006, Mii metri cubi, 3.5
Diverse specii moi, Maramures, Anul 2007, Mii metri cubi, 5.7
Diverse specii moi, Maramures, Anul 2008, Mii metri cubi, 4.3
Diverse specii moi, Maramures, Anul 2009, Mii metri cubi, 3.5
Diverse specii moi, Maramures, Anul 2010, Mii metri cubi, 5
Diverse specii moi, Maramures, Anul 2011, Mii metri cubi, 6.2
Diverse specii moi, Maramures, Anul 2012, Mii metri cubi, 7
Diverse specii moi, Maramures, Anul 2013, Mii metri cubi, 7
Diverse specii moi, Maramures, Anul 2014, Mii metri cubi, 7.2
Diverse specii moi, Maramures, Anul 2015, Mii metri cubi, 9.1
Diverse specii moi, Satu Mare, Anul 1990, Mii metri cubi, 7.1
Diverse specii moi, Satu Mare, Anul 1991, Mii metri cubi, 10
Diverse specii moi, Satu Mare, Anul 1992, Mii metri cubi, 11.3
Diverse specii moi, Satu Mare, Anul 1993, Mii metri cubi, 5.4
Diverse specii moi, Satu Mare, Anul 1994, Mii metri cubi, 4.4
Diverse specii moi, Satu Mare, Anul 1995, Mii metri cubi, 5.5
Diverse specii moi, Satu Mare, Anul 1996, Mii metri cubi, 9.4
Diverse specii moi, Satu Mare, Anul 1997, Mii metri cubi, 5.5
Diverse specii moi, Satu Mare, Anul 1998, Mii metri cubi, 3.3
Diverse specii moi, Satu Mare, Anul 1999, Mii metri cubi, 3.5
Diverse specii moi, Satu Mare, Anul 2000, Mii metri cubi, 5.7
Diverse specii moi, Satu Mare, Anul 2001, Mii metri cubi, 3.6
Diverse specii moi, Satu Mare, Anul 2002, Mii metri cubi, 6.3
Diverse specii moi, Satu Mare, Anul 2003, Mii metri cubi, 4.8
Diverse specii moi, Satu Mare, Anul 2004, Mii metri cubi, 6.4
Diverse specii moi, Satu Mare, Anul 2005, Mii metri cubi, 6
Diverse specii moi, Satu Mare, Anul 2006, Mii metri cubi, 4.8
Diverse specii moi, Satu Mare, Anul 2007, Mii metri cubi, 4.1
Diverse specii moi, Satu Mare, Anul 2008, Mii metri cubi, 2.7
Diverse specii moi, Satu Mare, Anul 2009, Mii metri cubi, 9.5
Diverse specii moi, Satu Mare, Anul 2010, Mii metri cubi, 2.9
Diverse specii moi, Satu Mare, Anul 2011, Mii metri cubi, 4.6
Diverse specii moi, Satu Mare, Anul 2012, Mii metri cubi, 2.1
Diverse specii moi, Satu Mare, Anul 2013, Mii metri cubi, 4.6
Diverse specii moi, Satu Mare, Anul 2014, Mii metri cubi, 3.4
Diverse specii moi, Satu Mare, Anul 2015, Mii metri cubi, 3.8
Diverse specii moi, Salaj, Anul 1990, Mii metri cubi, 15.6
Diverse specii moi, Salaj, Anul 1991, Mii metri cubi, 19.7
Diverse specii moi, Salaj, Anul 1992, Mii metri cubi, 16
Diverse specii moi, Salaj, Anul 1993, Mii metri cubi, 13.7
Diverse specii moi, Salaj, Anul 1994, Mii metri cubi, 9.7
Diverse specii moi, Salaj, Anul 1995, Mii metri cubi, 15.3
Diverse specii moi, Salaj, Anul 1996, Mii metri cubi, 16.1
Diverse specii moi, Salaj, Anul 1997, Mii metri cubi, 14.7
Diverse specii moi, Salaj, Anul 1998, Mii metri cubi, 9.8
Diverse specii moi, Salaj, Anul 1999, Mii metri cubi, 7
Diverse specii moi, Salaj, Anul 2000, Mii metri cubi, 7
Diverse specii moi, Salaj, Anul 2001, Mii metri cubi, 5.5
Diverse specii moi, Salaj, Anul 2002, Mii metri cubi, 6.1
Diverse specii moi, Salaj, Anul 2003, Mii metri cubi, 8.7
Diverse specii moi, Salaj, Anul 2004, Mii metri cubi, 4.4
Diverse specii moi, Salaj, Anul 2005, Mii metri cubi, 3.9
Diverse specii moi, Salaj, Anul 2006, Mii metri cubi, 7.1
Diverse specii moi, Salaj, Anul 2007, Mii metri cubi, 6.1
Diverse specii moi, Salaj, Anul 2008, Mii metri cubi, 6.1
Diverse specii moi, Salaj, Anul 2009, Mii metri cubi, 5
Diverse specii moi, Salaj, Anul 2010, Mii metri cubi, 5
Diverse specii moi, Salaj, Anul 2011, Mii metri cubi, 6.8
Diverse specii moi, Salaj, Anul 2012, Mii metri cubi, 7.6
Diverse specii moi, Salaj, Anul 2013, Mii metri cubi, 8
Diverse specii moi, Salaj, Anul 2014, Mii metri cubi, 9.7
Diverse specii moi, Salaj, Anul 2015, Mii metri cubi, 7.5
Diverse specii moi, Alba, Anul 1990, Mii metri cubi, 6.2
Diverse specii moi, Alba, Anul 1991, Mii metri cubi, 7.1
Diverse specii moi, Alba, Anul 1992, Mii metri cubi, 10.9
Diverse specii moi, Alba, Anul 1993, Mii metri cubi, 9.1
Diverse specii moi, Alba, Anul 1994, Mii metri cubi, 8.2
Diverse specii moi, Alba, Anul 1995, Mii metri cubi, 4.8
Diverse specii moi, Alba, Anul 1996, Mii metri cubi, 3.1
Diverse specii moi, Alba, Anul 1997, Mii metri cubi, 2.8
Diverse specii moi, Alba, Anul 1998, Mii metri cubi, 6.3
Diverse specii moi, Alba, Anul 1999, Mii metri cubi, 2
Diverse specii moi, Alba, Anul 2000, Mii metri cubi, 1.5
Diverse specii moi, Alba, Anul 2001, Mii metri cubi, 3
Diverse specii moi, Alba, Anul 2002, Mii metri cubi, 8.5
Diverse specii moi, Alba, Anul 2003, Mii metri cubi, 4.3
Diverse specii moi, Alba, Anul 2004, Mii metri cubi, 2.2
Diverse specii moi, Alba, Anul 2005, Mii metri cubi, 1.8
Diverse specii moi, Alba, Anul 2006, Mii metri cubi, 3.5
Diverse specii moi, Alba, Anul 2007, Mii metri cubi, 3
Diverse specii moi, Alba, Anul 2008, Mii metri cubi, 3.7
Diverse specii moi, Alba, Anul 2009, Mii metri cubi, 13
Diverse specii moi, Alba, Anul 2010, Mii metri cubi, 2.9
Diverse specii moi, Alba, Anul 2011, Mii metri cubi, 5.2
Diverse specii moi, Alba, Anul 2012, Mii metri cubi, 6
Diverse specii moi, Alba, Anul 2013, Mii metri cubi, 4.6
Diverse specii moi, Alba, Anul 2014, Mii metri cubi, 7.1
Diverse specii moi, Alba, Anul 2015, Mii metri cubi, 5.4
Diverse specii moi, Brasov, Anul 1990, Mii metri cubi, 24.7
Diverse specii moi, Brasov, Anul 1991, Mii metri cubi, 22.6
Diverse specii moi, Brasov, Anul 1992, Mii metri cubi, 10.8
Diverse specii moi, Brasov, Anul 1993, Mii metri cubi, 17.7
Diverse specii moi, Brasov, Anul 1994, Mii metri cubi, 17.6
Diverse specii moi, Brasov, Anul 1995, Mii metri cubi, 13.5
Diverse specii moi, Brasov, Anul 1996, Mii metri cubi, 26
Diverse specii moi, Brasov, Anul 1997, Mii metri cubi, 15.5
Diverse specii moi, Brasov, Anul 1998, Mii metri cubi, 15.3
Diverse specii moi, Brasov, Anul 1999, Mii metri cubi, 15.6
Diverse specii moi, Brasov, Anul 2000, Mii metri cubi, 23
Diverse specii moi, Brasov, Anul 2001, Mii metri cubi, 15.6
Diverse specii moi, Brasov, Anul 2002, Mii metri cubi, 19
Diverse specii moi, Brasov, Anul 2003, Mii metri cubi, 13
Diverse specii moi, Brasov, Anul 2004, Mii metri cubi, 10.3
Diverse specii moi, Brasov, Anul 2005, Mii metri cubi, 10.1
Diverse specii moi, Brasov, Anul 2006, Mii metri cubi, 8.7
Diverse specii moi, Brasov, Anul 2007, Mii metri cubi, 12.5
Diverse specii moi, Brasov, Anul 2008, Mii metri cubi, 12.5
Diverse specii moi, Brasov, Anul 2009, Mii metri cubi, 9.4
Diverse specii moi, Brasov, Anul 2010, Mii metri cubi, 14.4
