
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Covasna, 49. Carti  ziare, Luna iulie 2013, Mii EURO, 12
Covasna, 49. Carti  ziare, Luna august 2013, Mii EURO, 5
Covasna, 49. Carti  ziare, Luna septembrie 2013, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna octombrie 2013, Mii EURO, 7
Covasna, 49. Carti  ziare, Luna noiembrie 2013, Mii EURO, 9
Covasna, 49. Carti  ziare, Luna decembrie 2013, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna ianuarie 2014, Mii EURO, 20
Covasna, 49. Carti  ziare, Luna februarie 2014, Mii EURO, 7
Covasna, 49. Carti  ziare, Luna martie 2014, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna aprilie 2014, Mii EURO, 3
Covasna, 49. Carti  ziare, Luna mai 2014, Mii EURO, 23
Covasna, 49. Carti  ziare, Luna iunie 2014, Mii EURO, 30
Covasna, 49. Carti  ziare, Luna iulie 2014, Mii EURO, 19
Covasna, 49. Carti  ziare, Luna august 2014, Mii EURO, 25
Covasna, 49. Carti  ziare, Luna septembrie 2014, Mii EURO, 5
Covasna, 49. Carti  ziare, Luna octombrie 2014, Mii EURO, 6
Covasna, 49. Carti  ziare, Luna noiembrie 2014, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna decembrie 2014, Mii EURO, 9
Covasna, 49. Carti  ziare, Luna ianuarie 2015, Mii EURO, 20
Covasna, 49. Carti  ziare, Luna februarie 2015, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna martie 2015, Mii EURO, 2
Covasna, 49. Carti  ziare, Luna aprilie 2015, Mii EURO, 2
Covasna, 49. Carti  ziare, Luna iunie 2015, Mii EURO, 12
Covasna, 49. Carti  ziare, Luna iulie 2015, Mii EURO, 16
Covasna, 49. Carti  ziare, Luna septembrie 2015, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna noiembrie 2015, Mii EURO, 6
Covasna, 49. Carti  ziare, Luna decembrie 2015, Mii EURO, 3
Covasna, 49. Carti  ziare, Luna ianuarie 2016, Mii EURO, 18
Covasna, 49. Carti  ziare, Luna martie 2016, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna mai 2016, Mii EURO, 3
Covasna, 49. Carti  ziare, Luna iunie 2016, Mii EURO, 5
Covasna, 49. Carti  ziare, Luna iulie 2016, Mii EURO, 28
Covasna, 49. Carti  ziare, Luna septembrie 2016, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna noiembrie 2016, Mii EURO, 6
Covasna, 49. Carti  ziare, Luna decembrie 2016, Mii EURO, 5
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2011, Mii EURO, 2395
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2011, Mii EURO, 2740
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2011, Mii EURO, 2924
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2011, Mii EURO, 3222
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2011, Mii EURO, 3923
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2011, Mii EURO, 3502
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2011, Mii EURO, 3571
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2011, Mii EURO, 2504
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2011, Mii EURO, 3241
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2011, Mii EURO, 3484
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2011, Mii EURO, 3180
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2011, Mii EURO, 2148
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2012, Mii EURO, 2043
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2012, Mii EURO, 2301
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2012, Mii EURO, 2325
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2012, Mii EURO, 2976
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2012, Mii EURO, 2912
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2012, Mii EURO, 3265
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2012, Mii EURO, 3512
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2012, Mii EURO, 2987
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2012, Mii EURO, 3726
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2012, Mii EURO, 4427
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2012, Mii EURO, 3057
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2012, Mii EURO, 2141
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2013, Mii EURO, 3216
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2013, Mii EURO, 2986
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2013, Mii EURO, 3498
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2013, Mii EURO, 3668
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2013, Mii EURO, 4044
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2013, Mii EURO, 3757
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2013, Mii EURO, 4047
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 3443
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 4194
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 4359
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 4032
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 2600
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 3505
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 3115
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 3445
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 3429
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 3830
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 3458
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 3601
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 3145
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 4560
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 3757
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 3580
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 3021
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 3328
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 3894
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 4758
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 3988
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 4744
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 4449
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 4219
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 3846
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 4838
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 4560
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 4153
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 3348
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 3863
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 4178
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 4260
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 4593
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 5076
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 4682
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 3908
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 4221
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 4435
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 4700
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 4314
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 2789
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2011, Mii EURO, 2394
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2011, Mii EURO, 2739
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2011, Mii EURO, 2923
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2011, Mii EURO, 3220
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2011, Mii EURO, 3923
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2011, Mii EURO, 3500
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2011, Mii EURO, 3570
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2011, Mii EURO, 2504
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2011, Mii EURO, 3241
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2011, Mii EURO, 3484
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2011, Mii EURO, 3180
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2011, Mii EURO, 2148
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2012, Mii EURO, 2043
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2012, Mii EURO, 2301
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2012, Mii EURO, 2324
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2012, Mii EURO, 2976
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2012, Mii EURO, 2912
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2012, Mii EURO, 3265
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2012, Mii EURO, 3512
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2012, Mii EURO, 2987
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2012, Mii EURO, 3726
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2012, Mii EURO, 4426
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2012, Mii EURO, 3057
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2012, Mii EURO, 2141
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2013, Mii EURO, 3216
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2013, Mii EURO, 2985
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2013, Mii EURO, 3498
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2013, Mii EURO, 3668
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2013, Mii EURO, 4043
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2013, Mii EURO, 3757
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2013, Mii EURO, 4047
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2013, Mii EURO, 3443
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2013, Mii EURO, 4192
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2013, Mii EURO, 4358
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2013, Mii EURO, 4031
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2013, Mii EURO, 2598
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2014, Mii EURO, 3505
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2014, Mii EURO, 3115
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2014, Mii EURO, 3444
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2014, Mii EURO, 3429
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2014, Mii EURO, 3828
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2014, Mii EURO, 3456
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2014, Mii EURO, 3600
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2014, Mii EURO, 3145
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2014, Mii EURO, 4560
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2014, Mii EURO, 3757
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2014, Mii EURO, 3580
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2014, Mii EURO, 3021
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2015, Mii EURO, 3328
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2015, Mii EURO, 3892
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2015, Mii EURO, 4757
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2015, Mii EURO, 3988
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2015, Mii EURO, 4744
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2015, Mii EURO, 4449
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2015, Mii EURO, 4219
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2015, Mii EURO, 3845
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2015, Mii EURO, 4837
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2015, Mii EURO, 4560
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2015, Mii EURO, 4152
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2015, Mii EURO, 3348
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2016, Mii EURO, 3862
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2016, Mii EURO, 4177
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2016, Mii EURO, 4259
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2016, Mii EURO, 4592
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2016, Mii EURO, 5075
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2016, Mii EURO, 4680
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2016, Mii EURO, 3908
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2016, Mii EURO, 4220
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2016, Mii EURO, 4434
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2016, Mii EURO, 4700
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2016, Mii EURO, 4314
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2016, Mii EURO, 2789
Harghita, 45. Pluta si articole din pluta, Luna iunie 2011, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna iulie 2011, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2011, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2011, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2011, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2011, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2013, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2013, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2013, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna decembrie 2013, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2014, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2014, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2014, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2014, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2015, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2015, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2015, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2015, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2015, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2016, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2016, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2016, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2016, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2016, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2016, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2016, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2016, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2016, Mii EURO, 1
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 931
Harghita, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 949
Harghita, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 1377
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 862
Harghita, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 1080
Harghita, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 989
Harghita, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 1001
Harghita, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 1419
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 1061
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 1380
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 983
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 742
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 808
Harghita, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 1006
Harghita, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 1500
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 1191
Harghita, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 1552
Harghita, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 1306
Harghita, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 1197
Harghita, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 1468
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 1427
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 1538
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 1705
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 1553
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 1379
Harghita, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 1322
Harghita, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 1434
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 1374
Harghita, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 1742
Harghita, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 1476
Harghita, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 1290
Harghita, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 1697
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 1285
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 1564
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 1546
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 1227
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 1427
Harghita, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 1255
Harghita, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 1349
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 1546
Harghita, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 1817
Harghita, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 1846
Harghita, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 1855
Harghita, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 1442
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 1459
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 1597
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 1414
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 1874
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 1521
Harghita, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 1668
Harghita, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 1662
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 1621
Harghita, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 1886
Harghita, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 1973
Harghita, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 2223
Harghita, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 1721
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 1981
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 2207
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 1811
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 2057
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 1941
Harghita, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 1639
Harghita, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 1988
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 2064
Harghita, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 1652
Harghita, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 2397
Harghita, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 1802
Harghita, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 1730
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 2302
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 1965
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 1908
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 2036
Harghita, 47. Pasta din lemn, Luna ianuarie 2011, Mii EURO, 63
Harghita, 47. Pasta din lemn, Luna februarie 2011, Mii EURO, 66
Harghita, 47. Pasta din lemn, Luna martie 2011, Mii EURO, 60
Harghita, 47. Pasta din lemn, Luna aprilie 2011, Mii EURO, 55
Harghita, 47. Pasta din lemn, Luna mai 2011, Mii EURO, 64
Harghita, 47. Pasta din lemn, Luna iunie 2011, Mii EURO, 59
Harghita, 47. Pasta din lemn, Luna iulie 2011, Mii EURO, 89
Harghita, 47. Pasta din lemn, Luna august 2011, Mii EURO, 69
Harghita, 47. Pasta din lemn, Luna septembrie 2011, Mii EURO, 74
Harghita, 47. Pasta din lemn, Luna octombrie 2011, Mii EURO, 49
Harghita, 47. Pasta din lemn, Luna noiembrie 2011, Mii EURO, 48
Harghita, 47. Pasta din lemn, Luna decembrie 2011, Mii EURO, 45
Harghita, 47. Pasta din lemn, Luna ianuarie 2012, Mii EURO, 35
Harghita, 47. Pasta din lemn, Luna februarie 2012, Mii EURO, 39
Harghita, 47. Pasta din lemn, Luna martie 2012, Mii EURO, 168
Harghita, 47. Pasta din lemn, Luna aprilie 2012, Mii EURO, 72
Harghita, 47. Pasta din lemn, Luna mai 2012, Mii EURO, 70
Harghita, 47. Pasta din lemn, Luna iunie 2012, Mii EURO, 87
Harghita, 47. Pasta din lemn, Luna iulie 2012, Mii EURO, 65
